
Predictions were generated on 14-Jan-2021 at 17:43:24 using OpenFAST, compiled as a 64-bit application using double precision at commit v2.5.0-10-gb4fd3acc
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn

Description from the FAST input file: IEA task 37 RWT turbine -- https://github.com/IEAWindTask37/IEA-3.4-130-RWT

Time	Azimuth	BldPitch1	GenSpeed	IPDefl1	LSSGagMya	LSSGagMza	OoPDefl1	RootFxb1	RootFyb1	RootFzb1	RootMxb1	RootMyb1	RootMzb1	RotSpeed	RotTorq	YawPzn
    9.5875	 2.176E+02	 1.170E+00	 9.715E+02	-3.748E-01	 2.062E+03	-1.464E+03	 3.562E+00	 1.673E+02	 7.282E+01	 4.619E+02	-1.179E+03	 5.899E+03	-5.087E+00	 1.004E+01	 2.312E+03	 0.000E+00
    9.5938	 2.179E+02	 1.170E+00	 9.715E+02	-3.740E-01	 2.045E+03	-1.487E+03	 3.561E+00	 1.673E+02	 7.397E+01	 4.613E+02	-1.207E+03	 5.899E+03	-4.465E+00	 1.004E+01	 2.268E+03	 0.000E+00
    9.6000	 2.183E+02	 1.170E+00	 9.715E+02	-3.731E-01	 2.027E+03	-1.511E+03	 3.561E+00	 1.672E+02	 7.513E+01	 4.606E+02	-1.236E+03	 5.899E+03	-3.834E+00	 1.004E+01	 2.221E+03	 0.000E+00
    9.6063	 2.187E+02	 1.170E+00	 9.715E+02	-3.723E-01	 2.009E+03	-1.535E+03	 3.560E+00	 1.672E+02	 7.630E+01	 4.600E+02	-1.265E+03	 5.898E+03	-3.197E+00	 1.004E+01	 2.172E+03	 0.000E+00
    9.6125	 2.191E+02	 1.170E+00	 9.715E+02	-3.715E-01	 1.990E+03	-1.559E+03	 3.559E+00	 1.671E+02	 7.748E+01	 4.594E+02	-1.295E+03	 5.898E+03	-2.555E+00	 1.004E+01	 2.122E+03	 0.000E+00
    9.6188	 2.194E+02	 1.170E+00	 9.715E+02	-3.706E-01	 1.971E+03	-1.583E+03	 3.559E+00	 1.671E+02	 7.866E+01	 4.587E+02	-1.325E+03	 5.898E+03	-1.885E+00	 1.004E+01	 2.070E+03	 0.000E+00
    9.6250	 2.198E+02	 1.170E+00	 9.715E+02	-3.697E-01	 1.952E+03	-1.606E+03	 3.558E+00	 1.671E+02	 7.983E+01	 4.581E+02	-1.354E+03	 5.898E+03	-1.264E+00	 1.004E+01	 2.017E+03	 0.000E+00
    9.6313	 2.202E+02	 1.170E+00	 9.715E+02	-3.689E-01	 1.933E+03	-1.630E+03	 3.557E+00	 1.670E+02	 8.102E+01	 4.575E+02	-1.384E+03	 5.898E+03	-6.111E-01	 1.004E+01	 1.963E+03	 0.000E+00
    9.6375	 2.206E+02	 1.170E+00	 9.715E+02	-3.680E-01	 1.913E+03	-1.653E+03	 3.556E+00	 1.669E+02	 8.219E+01	 4.568E+02	-1.414E+03	 5.897E+03	 3.096E-02	 1.004E+01	 1.908E+03	 0.000E+00
    9.6438	 2.209E+02	 1.170E+00	 9.715E+02	-3.671E-01	 1.893E+03	-1.676E+03	 3.555E+00	 1.669E+02	 8.337E+01	 4.562E+02	-1.444E+03	 5.897E+03	 6.683E-01	 1.004E+01	 1.853E+03	 0.000E+00
    9.6500	 2.213E+02	 1.170E+00	 9.715E+02	-3.662E-01	 1.874E+03	-1.698E+03	 3.554E+00	 1.668E+02	 8.453E+01	 4.556E+02	-1.473E+03	 5.897E+03	 1.299E+00	 1.004E+01	 1.798E+03	 0.000E+00
    9.6562	 2.217E+02	 1.170E+00	 9.715E+02	-3.654E-01	 1.854E+03	-1.720E+03	 3.554E+00	 1.668E+02	 8.569E+01	 4.549E+02	-1.503E+03	 5.896E+03	 1.921E+00	 1.004E+01	 1.743E+03	 0.000E+00
    9.6625	 2.221E+02	 1.170E+00	 9.715E+02	-3.645E-01	 1.834E+03	-1.742E+03	 3.553E+00	 1.667E+02	 8.684E+01	 4.543E+02	-1.532E+03	 5.895E+03	 2.534E+00	 1.004E+01	 1.688E+03	 0.000E+00
    9.6688	 2.224E+02	 1.170E+00	 9.715E+02	-3.636E-01	 1.815E+03	-1.763E+03	 3.552E+00	 1.666E+02	 8.797E+01	 4.537E+02	-1.560E+03	 5.895E+03	 3.134E+00	 1.004E+01	 1.634E+03	 0.000E+00
    9.6750	 2.228E+02	 1.170E+00	 9.715E+02	-3.628E-01	 1.795E+03	-1.783E+03	 3.551E+00	 1.666E+02	 8.909E+01	 4.530E+02	-1.588E+03	 5.894E+03	 3.725E+00	 1.004E+01	 1.581E+03	 0.000E+00
    9.6813	 2.232E+02	 1.170E+00	 9.715E+02	-3.620E-01	 1.776E+03	-1.803E+03	 3.550E+00	 1.665E+02	 9.020E+01	 4.524E+02	-1.616E+03	 5.893E+03	 4.292E+00	 1.004E+01	 1.529E+03	 0.000E+00
    9.6875	 2.236E+02	 1.170E+00	 9.715E+02	-3.611E-01	 1.757E+03	-1.822E+03	 3.549E+00	 1.664E+02	 9.128E+01	 4.518E+02	-1.643E+03	 5.892E+03	 4.848E+00	 1.004E+01	 1.479E+03	 0.000E+00
    9.6938	 2.240E+02	 1.170E+00	 9.715E+02	-3.603E-01	 1.738E+03	-1.841E+03	 3.548E+00	 1.664E+02	 9.234E+01	 4.511E+02	-1.669E+03	 5.891E+03	 5.384E+00	 1.004E+01	 1.431E+03	 0.000E+00
    9.7000	 2.243E+02	 1.170E+00	 9.715E+02	-3.595E-01	 1.719E+03	-1.859E+03	 3.547E+00	 1.663E+02	 9.338E+01	 4.505E+02	-1.695E+03	 5.890E+03	 5.901E+00	 1.004E+01	 1.384E+03	 0.000E+00
    9.7063	 2.247E+02	 1.170E+00	 9.715E+02	-3.587E-01	 1.701E+03	-1.876E+03	 3.546E+00	 1.662E+02	 9.440E+01	 4.499E+02	-1.720E+03	 5.889E+03	 6.397E+00	 1.004E+01	 1.339E+03	 0.000E+00
    9.7125	 2.251E+02	 1.170E+00	 9.715E+02	-3.580E-01	 1.683E+03	-1.893E+03	 3.544E+00	 1.661E+02	 9.540E+01	 4.492E+02	-1.744E+03	 5.888E+03	 6.872E+00	 1.004E+01	 1.297E+03	 0.000E+00
    9.7188	 2.255E+02	 1.170E+00	 9.715E+02	-3.572E-01	 1.665E+03	-1.908E+03	 3.543E+00	 1.661E+02	 9.636E+01	 4.486E+02	-1.767E+03	 5.887E+03	 7.322E+00	 1.004E+01	 1.258E+03	 0.000E+00
    9.7250	 2.258E+02	 1.170E+00	 9.715E+02	-3.565E-01	 1.648E+03	-1.923E+03	 3.542E+00	 1.660E+02	 9.730E+01	 4.480E+02	-1.789E+03	 5.885E+03	 7.748E+00	 1.004E+01	 1.221E+03	 0.000E+00
    9.7313	 2.262E+02	 1.170E+00	 9.715E+02	-3.558E-01	 1.631E+03	-1.937E+03	 3.541E+00	 1.659E+02	 9.821E+01	 4.473E+02	-1.810E+03	 5.884E+03	 8.150E+00	 1.004E+01	 1.188E+03	 0.000E+00
    9.7375	 2.266E+02	 1.170E+00	 9.715E+02	-3.552E-01	 1.615E+03	-1.950E+03	 3.539E+00	 1.658E+02	 9.909E+01	 4.467E+02	-1.830E+03	 5.882E+03	 8.525E+00	 1.004E+01	 1.157E+03	 0.000E+00
    9.7438	 2.270E+02	 1.170E+00	 9.715E+02	-3.545E-01	 1.598E+03	-1.963E+03	 3.538E+00	 1.657E+02	 9.993E+01	 4.461E+02	-1.849E+03	 5.880E+03	 8.875E+00	 1.004E+01	 1.130E+03	 0.000E+00
    9.7500	 2.273E+02	 1.170E+00	 9.715E+02	-3.539E-01	 1.583E+03	-1.975E+03	 3.537E+00	 1.656E+02	 1.007E+02	 4.454E+02	-1.867E+03	 5.878E+03	 9.197E+00	 1.004E+01	 1.106E+03	 0.000E+00
    9.7563	 2.277E+02	 1.170E+00	 9.715E+02	-3.533E-01	 1.568E+03	-1.986E+03	 3.535E+00	 1.655E+02	 1.015E+02	 4.448E+02	-1.884E+03	 5.876E+03	 9.492E+00	 1.004E+01	 1.086E+03	 0.000E+00
    9.7625	 2.281E+02	 1.170E+00	 9.715E+02	-3.528E-01	 1.554E+03	-1.996E+03	 3.534E+00	 1.654E+02	 1.023E+02	 4.441E+02	-1.900E+03	 5.874E+03	 9.759E+00	 1.004E+01	 1.069E+03	 0.000E+00
    9.7688	 2.285E+02	 1.170E+00	 9.715E+02	-3.522E-01	 1.540E+03	-2.005E+03	 3.533E+00	 1.653E+02	 1.030E+02	 4.435E+02	-1.915E+03	 5.872E+03	 9.990E+00	 1.004E+01	 1.057E+03	 0.000E+00
    9.7750	 2.288E+02	 1.170E+00	 9.715E+02	-3.517E-01	 1.527E+03	-2.013E+03	 3.531E+00	 1.653E+02	 1.037E+02	 4.428E+02	-1.929E+03	 5.870E+03	 1.021E+01	 1.004E+01	 1.047E+03	 0.000E+00
    9.7812	 2.292E+02	 1.170E+00	 9.715E+02	-3.513E-01	 1.514E+03	-2.021E+03	 3.530E+00	 1.652E+02	 1.043E+02	 4.422E+02	-1.941E+03	 5.868E+03	 1.039E+01	 1.004E+01	 1.042E+03	 0.000E+00
    9.7875	 2.296E+02	 1.170E+00	 9.715E+02	-3.508E-01	 1.501E+03	-2.027E+03	 3.528E+00	 1.651E+02	 1.049E+02	 4.415E+02	-1.952E+03	 5.866E+03	 1.055E+01	 1.004E+01	 1.041E+03	 0.000E+00
    9.7938	 2.300E+02	 1.170E+00	 9.715E+02	-3.504E-01	 1.490E+03	-2.033E+03	 3.527E+00	 1.650E+02	 1.055E+02	 4.408E+02	-1.963E+03	 5.863E+03	 1.067E+01	 1.004E+01	 1.043E+03	 0.000E+00
    9.8000	 2.304E+02	 1.170E+00	 9.715E+02	-3.500E-01	 1.479E+03	-2.039E+03	 3.525E+00	 1.649E+02	 1.061E+02	 4.402E+02	-1.972E+03	 5.861E+03	 1.077E+01	 1.004E+01	 1.050E+03	 0.000E+00
    9.8063	 2.307E+02	 1.170E+00	 9.715E+02	-3.497E-01	 1.468E+03	-2.043E+03	 3.524E+00	 1.648E+02	 1.066E+02	 4.395E+02	-1.980E+03	 5.859E+03	 1.085E+01	 1.004E+01	 1.060E+03	 0.000E+00
    9.8125	 2.311E+02	 1.170E+00	 9.715E+02	-3.494E-01	 1.458E+03	-2.047E+03	 3.522E+00	 1.647E+02	 1.071E+02	 4.388E+02	-1.986E+03	 5.856E+03	 1.090E+01	 1.004E+01	 1.073E+03	 0.000E+00
    9.8188	 2.315E+02	 1.170E+00	 9.715E+02	-3.491E-01	 1.448E+03	-2.050E+03	 3.521E+00	 1.646E+02	 1.075E+02	 4.381E+02	-1.992E+03	 5.854E+03	 1.093E+01	 1.004E+01	 1.091E+03	 0.000E+00
    9.8250	 2.319E+02	 1.170E+00	 9.715E+02	-3.488E-01	 1.439E+03	-2.053E+03	 3.519E+00	 1.645E+02	 1.079E+02	 4.374E+02	-1.997E+03	 5.851E+03	 1.093E+01	 1.004E+01	 1.112E+03	 0.000E+00
    9.8313	 2.322E+02	 1.170E+00	 9.715E+02	-3.486E-01	 1.431E+03	-2.055E+03	 3.517E+00	 1.644E+02	 1.083E+02	 4.367E+02	-2.001E+03	 5.848E+03	 1.091E+01	 1.004E+01	 1.137E+03	 0.000E+00
    9.8375	 2.326E+02	 1.170E+00	 9.715E+02	-3.483E-01	 1.422E+03	-2.057E+03	 3.516E+00	 1.643E+02	 1.087E+02	 4.360E+02	-2.004E+03	 5.846E+03	 1.087E+01	 1.004E+01	 1.165E+03	 0.000E+00
    9.8438	 2.330E+02	 1.170E+00	 9.715E+02	-3.482E-01	 1.414E+03	-2.058E+03	 3.514E+00	 1.642E+02	 1.090E+02	 4.353E+02	-2.006E+03	 5.843E+03	 1.081E+01	 1.004E+01	 1.196E+03	 0.000E+00
    9.8500	 2.334E+02	 1.170E+00	 9.715E+02	-3.480E-01	 1.407E+03	-2.059E+03	 3.513E+00	 1.641E+02	 1.093E+02	 4.346E+02	-2.007E+03	 5.840E+03	 1.073E+01	 1.004E+01	 1.230E+03	 0.000E+00
    9.8563	 2.337E+02	 1.170E+00	 9.715E+02	-3.479E-01	 1.400E+03	-2.059E+03	 3.511E+00	 1.640E+02	 1.096E+02	 4.339E+02	-2.007E+03	 5.838E+03	 1.064E+01	 1.004E+01	 1.267E+03	 0.000E+00
    9.8625	 2.341E+02	 1.170E+00	 9.715E+02	-3.477E-01	 1.393E+03	-2.059E+03	 3.509E+00	 1.639E+02	 1.098E+02	 4.332E+02	-2.007E+03	 5.835E+03	 1.052E+01	 1.004E+01	 1.307E+03	 0.000E+00
    9.8688	 2.345E+02	 1.170E+00	 9.715E+02	-3.477E-01	 1.387E+03	-2.058E+03	 3.508E+00	 1.638E+02	 1.101E+02	 4.324E+02	-2.005E+03	 5.832E+03	 1.040E+01	 1.004E+01	 1.349E+03	 0.000E+00
    9.8750	 2.349E+02	 1.170E+00	 9.715E+02	-3.476E-01	 1.381E+03	-2.058E+03	 3.506E+00	 1.637E+02	 1.103E+02	 4.317E+02	-2.004E+03	 5.829E+03	 1.026E+01	 1.004E+01	 1.393E+03	 0.000E+00
    9.8813	 2.352E+02	 1.170E+00	 9.715E+02	-3.475E-01	 1.375E+03	-2.057E+03	 3.505E+00	 1.636E+02	 1.105E+02	 4.309E+02	-2.001E+03	 5.827E+03	 1.011E+01	 1.004E+01	 1.440E+03	 0.000E+00
    9.8875	 2.356E+02	 1.170E+00	 9.715E+02	-3.475E-01	 1.369E+03	-2.056E+03	 3.503E+00	 1.635E+02	 1.107E+02	 4.301E+02	-1.999E+03	 5.824E+03	 9.950E+00	 1.004E+01	 1.488E+03	 0.000E+00
    9.8938	 2.360E+02	 1.170E+00	 9.715E+02	-3.475E-01	 1.364E+03	-2.055E+03	 3.501E+00	 1.634E+02	 1.108E+02	 4.294E+02	-1.995E+03	 5.822E+03	 9.784E+00	 1.004E+01	 1.538E+03	 0.000E+00
    9.9000	 2.364E+02	 1.170E+00	 9.715E+02	-3.474E-01	 1.359E+03	-2.054E+03	 3.500E+00	 1.634E+02	 1.110E+02	 4.286E+02	-1.992E+03	 5.819E+03	 9.612E+00	 1.004E+01	 1.590E+03	 0.000E+00
    9.9062	 2.368E+02	 1.170E+00	 9.715E+02	-3.474E-01	 1.354E+03	-2.052E+03	 3.498E+00	 1.633E+02	 1.111E+02	 4.278E+02	-1.988E+03	 5.817E+03	 9.436E+00	 1.004E+01	 1.642E+03	 0.000E+00
    9.9125	 2.371E+02	 1.170E+00	 9.715E+02	-3.474E-01	 1.349E+03	-2.051E+03	 3.497E+00	 1.632E+02	 1.113E+02	 4.270E+02	-1.984E+03	 5.814E+03	 9.257E+00	 1.004E+01	 1.695E+03	 0.000E+00
    9.9188	 2.375E+02	 1.170E+00	 9.715E+02	-3.475E-01	 1.343E+03	-2.050E+03	 3.495E+00	 1.631E+02	 1.114E+02	 4.262E+02	-1.980E+03	 5.812E+03	 9.079E+00	 1.004E+01	 1.749E+03	 0.000E+00
    9.9250	 2.379E+02	 1.170E+00	 9.715E+02	-3.475E-01	 1.338E+03	-2.049E+03	 3.494E+00	 1.630E+02	 1.115E+02	 4.254E+02	-1.975E+03	 5.809E+03	 8.901E+00	 1.004E+01	 1.803E+03	 0.000E+00
    9.9313	 2.383E+02	 1.170E+00	 9.715E+02	-3.475E-01	 1.333E+03	-2.048E+03	 3.492E+00	 1.630E+02	 1.116E+02	 4.246E+02	-1.971E+03	 5.807E+03	 8.727E+00	 1.004E+01	 1.857E+03	 0.000E+00
    9.9375	 2.386E+02	 1.170E+00	 9.715E+02	-3.475E-01	 1.328E+03	-2.048E+03	 3.491E+00	 1.629E+02	 1.118E+02	 4.237E+02	-1.967E+03	 5.805E+03	 8.578E+00	 1.004E+01	 1.911E+03	 0.000E+00
    9.9438	 2.390E+02	 1.170E+00	 9.715E+02	-3.475E-01	 1.322E+03	-2.048E+03	 3.490E+00	 1.628E+02	 1.119E+02	 4.229E+02	-1.963E+03	 5.803E+03	 8.392E+00	 1.004E+01	 1.964E+03	 0.000E+00
    9.9500	 2.394E+02	 1.170E+00	 9.715E+02	-3.476E-01	 1.316E+03	-2.048E+03	 3.488E+00	 1.627E+02	 1.120E+02	 4.220E+02	-1.959E+03	 5.801E+03	 8.243E+00	 1.004E+01	 2.016E+03	 0.000E+00
    9.9563	 2.398E+02	 1.170E+00	 9.715E+02	-3.476E-01	 1.311E+03	-2.048E+03	 3.487E+00	 1.627E+02	 1.121E+02	 4.212E+02	-1.955E+03	 5.799E+03	 8.105E+00	 1.004E+01	 2.068E+03	 0.000E+00
    9.9625	 2.401E+02	 1.170E+00	 9.715E+02	-3.476E-01	 1.304E+03	-2.049E+03	 3.486E+00	 1.626E+02	 1.123E+02	 4.203E+02	-1.952E+03	 5.797E+03	 7.960E+00	 1.004E+01	 2.118E+03	 0.000E+00
    9.9688	 2.405E+02	 1.170E+00	 9.715E+02	-3.476E-01	 1.298E+03	-2.051E+03	 3.484E+00	 1.625E+02	 1.124E+02	 4.194E+02	-1.949E+03	 5.795E+03	 7.839E+00	 1.004E+01	 2.166E+03	 0.000E+00
    9.9750	 2.409E+02	 1.170E+00	 9.715E+02	-3.476E-01	 1.291E+03	-2.053E+03	 3.483E+00	 1.625E+02	 1.126E+02	 4.186E+02	-1.947E+03	 5.793E+03	 7.730E+00	 1.004E+01	 2.213E+03	 0.000E+00
    9.9813	 2.413E+02	 1.170E+00	 9.715E+02	-3.476E-01	 1.283E+03	-2.055E+03	 3.482E+00	 1.624E+02	 1.127E+02	 4.177E+02	-1.945E+03	 5.791E+03	 7.636E+00	 1.004E+01	 2.258E+03	 0.000E+00
    9.9875	 2.416E+02	 1.170E+00	 9.715E+02	-3.475E-01	 1.276E+03	-2.058E+03	 3.481E+00	 1.624E+02	 1.129E+02	 4.168E+02	-1.943E+03	 5.790E+03	 7.559E+00	 1.004E+01	 2.300E+03	 0.000E+00
    9.9938	 2.420E+02	 1.170E+00	 9.715E+02	-3.475E-01	 1.267E+03	-2.062E+03	 3.480E+00	 1.623E+02	 1.131E+02	 4.159E+02	-1.943E+03	 5.788E+03	 7.499E+00	 1.004E+01	 2.340E+03	 0.000E+00
   10.0000	 2.424E+02	 1.170E+00	 9.715E+02	-3.474E-01	 1.259E+03	-2.066E+03	 3.479E+00	 1.622E+02	 1.133E+02	 4.150E+02	-1.943E+03	 5.787E+03	 7.458E+00	 1.004E+01	 2.378E+03	 0.000E+00
   10.0063	 2.428E+02	 1.170E+00	 9.715E+02	-3.473E-01	 1.250E+03	-2.071E+03	 3.477E+00	 1.622E+02	 1.135E+02	 4.141E+02	-1.943E+03	 5.786E+03	 7.436E+00	 1.004E+01	 2.412E+03	 0.000E+00
   10.0125	 2.432E+02	 1.170E+00	 9.715E+02	-3.472E-01	 1.240E+03	-2.076E+03	 3.476E+00	 1.621E+02	 1.138E+02	 4.131E+02	-1.945E+03	 5.784E+03	 7.435E+00	 1.004E+01	 2.444E+03	 0.000E+00
   10.0188	 2.435E+02	 1.170E+00	 9.715E+02	-3.471E-01	 1.229E+03	-2.082E+03	 3.475E+00	 1.621E+02	 1.141E+02	 4.122E+02	-1.947E+03	 5.783E+03	 7.455E+00	 1.004E+01	 2.472E+03	 0.000E+00
   10.0250	 2.439E+02	 1.170E+00	 9.715E+02	-3.470E-01	 1.219E+03	-2.089E+03	 3.474E+00	 1.620E+02	 1.143E+02	 4.113E+02	-1.950E+03	 5.782E+03	 7.497E+00	 1.004E+01	 2.497E+03	 0.000E+00
   10.0312	 2.443E+02	 1.170E+00	 9.715E+02	-3.468E-01	 1.207E+03	-2.096E+03	 3.474E+00	 1.620E+02	 1.147E+02	 4.103E+02	-1.954E+03	 5.781E+03	 7.561E+00	 1.004E+01	 2.519E+03	 0.000E+00
   10.0375	 2.447E+02	 1.170E+00	 9.715E+02	-3.467E-01	 1.195E+03	-2.104E+03	 3.473E+00	 1.619E+02	 1.150E+02	 4.094E+02	-1.959E+03	 5.780E+03	 7.647E+00	 1.004E+01	 2.537E+03	 0.000E+00
   10.0438	 2.450E+02	 1.170E+00	 9.715E+02	-3.465E-01	 1.182E+03	-2.113E+03	 3.472E+00	 1.619E+02	 1.153E+02	 4.085E+02	-1.965E+03	 5.779E+03	 7.757E+00	 1.004E+01	 2.551E+03	 0.000E+00
   10.0500	 2.454E+02	 1.170E+00	 9.715E+02	-3.462E-01	 1.169E+03	-2.122E+03	 3.471E+00	 1.618E+02	 1.157E+02	 4.075E+02	-1.972E+03	 5.779E+03	 7.889E+00	 1.004E+01	 2.562E+03	 0.000E+00
   10.0563	 2.458E+02	 1.170E+00	 9.715E+02	-3.460E-01	 1.155E+03	-2.132E+03	 3.470E+00	 1.618E+02	 1.161E+02	 4.066E+02	-1.979E+03	 5.778E+03	 8.044E+00	 1.004E+01	 2.569E+03	 0.000E+00
   10.0625	 2.462E+02	 1.170E+00	 9.715E+02	-3.457E-01	 1.140E+03	-2.142E+03	 3.470E+00	 1.617E+02	 1.165E+02	 4.056E+02	-1.988E+03	 5.777E+03	 8.222E+00	 1.004E+01	 2.573E+03	 0.000E+00
   10.0688	 2.465E+02	 1.170E+00	 9.715E+02	-3.454E-01	 1.125E+03	-2.153E+03	 3.469E+00	 1.617E+02	 1.170E+02	 4.046E+02	-1.997E+03	 5.777E+03	 8.423E+00	 1.004E+01	 2.572E+03	 0.000E+00
   10.0750	 2.469E+02	 1.170E+00	 9.715E+02	-3.451E-01	 1.109E+03	-2.165E+03	 3.468E+00	 1.617E+02	 1.174E+02	 4.037E+02	-2.008E+03	 5.776E+03	 8.646E+00	 1.004E+01	 2.568E+03	 0.000E+00
   10.0813	 2.473E+02	 1.170E+00	 9.715E+02	-3.447E-01	 1.092E+03	-2.177E+03	 3.467E+00	 1.616E+02	 1.179E+02	 4.027E+02	-2.019E+03	 5.776E+03	 8.890E+00	 1.004E+01	 2.560E+03	 0.000E+00
   10.0875	 2.477E+02	 1.170E+00	 9.715E+02	-3.444E-01	 1.075E+03	-2.190E+03	 3.467E+00	 1.616E+02	 1.184E+02	 4.018E+02	-2.031E+03	 5.775E+03	 9.155E+00	 1.004E+01	 2.549E+03	 0.000E+00
   10.0938	 2.480E+02	 1.170E+00	 9.715E+02	-3.440E-01	 1.057E+03	-2.203E+03	 3.466E+00	 1.615E+02	 1.190E+02	 4.008E+02	-2.044E+03	 5.775E+03	 9.441E+00	 1.004E+01	 2.534E+03	 0.000E+00
   10.1000	 2.484E+02	 1.170E+00	 9.715E+02	-3.436E-01	 1.039E+03	-2.217E+03	 3.466E+00	 1.615E+02	 1.195E+02	 3.998E+02	-2.057E+03	 5.774E+03	 9.747E+00	 1.004E+01	 2.515E+03	 0.000E+00
   10.1063	 2.488E+02	 1.170E+00	 9.715E+02	-3.431E-01	 1.020E+03	-2.231E+03	 3.465E+00	 1.614E+02	 1.201E+02	 3.989E+02	-2.072E+03	 5.774E+03	 1.007E+01	 1.004E+01	 2.493E+03	 0.000E+00
   10.1125	 2.492E+02	 1.170E+00	 9.715E+02	-3.427E-01	 1.000E+03	-2.245E+03	 3.464E+00	 1.614E+02	 1.207E+02	 3.979E+02	-2.087E+03	 5.774E+03	 1.041E+01	 1.004E+01	 2.467E+03	 0.000E+00
   10.1188	 2.496E+02	 1.170E+00	 9.715E+02	-3.422E-01	 9.799E+02	-2.260E+03	 3.464E+00	 1.613E+02	 1.213E+02	 3.969E+02	-2.103E+03	 5.773E+03	 1.077E+01	 1.004E+01	 2.438E+03	 0.000E+00
   10.1250	 2.499E+02	 1.170E+00	 9.715E+02	-3.417E-01	 9.593E+02	-2.275E+03	 3.463E+00	 1.613E+02	 1.219E+02	 3.960E+02	-2.120E+03	 5.773E+03	 1.114E+01	 1.004E+01	 2.406E+03	 0.000E+00
   10.1313	 2.503E+02	 1.170E+00	 9.715E+02	-3.412E-01	 9.382E+02	-2.291E+03	 3.463E+00	 1.612E+02	 1.225E+02	 3.950E+02	-2.137E+03	 5.773E+03	 1.153E+01	 1.004E+01	 2.372E+03	 0.000E+00
   10.1375	 2.507E+02	 1.170E+00	 9.715E+02	-3.407E-01	 9.164E+02	-2.306E+03	 3.462E+00	 1.612E+02	 1.232E+02	 3.940E+02	-2.155E+03	 5.772E+03	 1.193E+01	 1.004E+01	 2.334E+03	 0.000E+00
   10.1438	 2.511E+02	 1.170E+00	 9.715E+02	-3.401E-01	 8.944E+02	-2.322E+03	 3.462E+00	 1.611E+02	 1.238E+02	 3.931E+02	-2.173E+03	 5.772E+03	 1.234E+01	 1.004E+01	 2.294E+03	 0.000E+00
   10.1500	 2.514E+02	 1.170E+00	 9.715E+02	-3.395E-01	 8.720E+02	-2.337E+03	 3.461E+00	 1.611E+02	 1.245E+02	 3.921E+02	-2.192E+03	 5.772E+03	 1.276E+01	 1.004E+01	 2.252E+03	 0.000E+00
   10.1562	 2.518E+02	 1.170E+00	 9.715E+02	-3.390E-01	 8.492E+02	-2.353E+03	 3.461E+00	 1.610E+02	 1.252E+02	 3.911E+02	-2.211E+03	 5.771E+03	 1.319E+01	 1.004E+01	 2.207E+03	 0.000E+00
   10.1625	 2.522E+02	 1.170E+00	 9.715E+02	-3.384E-01	 8.261E+02	-2.369E+03	 3.460E+00	 1.610E+02	 1.258E+02	 3.902E+02	-2.230E+03	 5.771E+03	 1.362E+01	 1.004E+01	 2.161E+03	 0.000E+00
   10.1688	 2.526E+02	 1.170E+00	 9.715E+02	-3.378E-01	 8.027E+02	-2.384E+03	 3.460E+00	 1.609E+02	 1.265E+02	 3.892E+02	-2.250E+03	 5.771E+03	 1.406E+01	 1.004E+01	 2.113E+03	 0.000E+00
   10.1750	 2.529E+02	 1.170E+00	 9.715E+02	-3.372E-01	 7.790E+02	-2.400E+03	 3.459E+00	 1.609E+02	 1.272E+02	 3.883E+02	-2.270E+03	 5.770E+03	 1.451E+01	 1.004E+01	 2.063E+03	 0.000E+00
   10.1813	 2.533E+02	 1.170E+00	 9.715E+02	-3.366E-01	 7.552E+02	-2.415E+03	 3.459E+00	 1.608E+02	 1.279E+02	 3.873E+02	-2.290E+03	 5.770E+03	 1.495E+01	 1.004E+01	 2.012E+03	 0.000E+00
   10.1875	 2.537E+02	 1.170E+00	 9.715E+02	-3.360E-01	 7.312E+02	-2.431E+03	 3.458E+00	 1.608E+02	 1.286E+02	 3.864E+02	-2.310E+03	 5.769E+03	 1.539E+01	 1.004E+01	 1.961E+03	 0.000E+00
   10.1938	 2.541E+02	 1.170E+00	 9.715E+02	-3.354E-01	 7.071E+02	-2.445E+03	 3.458E+00	 1.607E+02	 1.293E+02	 3.855E+02	-2.330E+03	 5.769E+03	 1.583E+01	 1.004E+01	 1.908E+03	 0.000E+00
   10.2000	 2.544E+02	 1.170E+00	 9.715E+02	-3.347E-01	 6.829E+02	-2.460E+03	 3.457E+00	 1.606E+02	 1.300E+02	 3.845E+02	-2.350E+03	 5.768E+03	 1.627E+01	 1.004E+01	 1.856E+03	 0.000E+00
   10.2063	 2.548E+02	 1.170E+00	 9.715E+02	-3.341E-01	 6.586E+02	-2.474E+03	 3.456E+00	 1.606E+02	 1.306E+02	 3.836E+02	-2.369E+03	 5.768E+03	 1.670E+01	 1.004E+01	 1.803E+03	 0.000E+00
   10.2125	 2.552E+02	 1.170E+00	 9.715E+02	-3.335E-01	 6.344E+02	-2.488E+03	 3.456E+00	 1.605E+02	 1.313E+02	 3.826E+02	-2.389E+03	 5.767E+03	 1.713E+01	 1.004E+01	 1.750E+03	 0.000E+00
   10.2188	 2.556E+02	 1.170E+00	 9.715E+02	-3.329E-01	 6.101E+02	-2.501E+03	 3.455E+00	 1.604E+02	 1.319E+02	 3.817E+02	-2.408E+03	 5.766E+03	 1.756E+01	 1.004E+01	 1.698E+03	 0.000E+00
