
Predictions were generated on 06-Nov-2020 at 16:22:00 using OpenFAST, compiled as a 64-bit application using double precision at commit -128-NOTFOUND
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #03: AWT-27CR2 with many DOFs with free yaw and steady wind.

Time	Wind1VelX	Wind1VelY	Wind1VelZ	Azimuth	TeetDefl	RotTeetV	RotTeetA	OoPDefl2	IPDefl2	RootMOoP2	RootMIP2	RotTorq	YawBrTDxp	YawBrTDyp	YawBrTAxp	YawBrTAyp	NacYaw	NacYawV	NacYawA	LSSGagMys	LSSGagMzs	TwrBsMxt	TwrBsMyt	B1N3VUndx	B1N3VUndy	B1N3VUndz	B1N3VDisx	B1N3VDisy	B1N3VDisz	B1N3STVx	B1N3STVy	B1N3STVz
   15.0200	 1.039E+01	-6.000E+00	 0.000E+00	 2.101E+02	-5.527E-01	-2.933E+00	 1.649E+01	 1.413E-01	-2.727E-02	 3.698E+01	 2.410E+01	 3.576E+01	 4.458E-02	-2.481E-02	 7.435E-02	 4.494E-02	-2.638E+01	-2.198E-01	-6.862E+00	 8.282E+00	-2.427E+00	 6.358E+02	 1.152E+03	 1.118E+01	 6.042E-01	 1.085E+00	 1.118E+01	 6.042E-01	 1.085E+00	-8.607E-01	-7.756E+01	-1.305E-01
   15.0400	 1.039E+01	-6.000E+00	 0.000E+00	 2.166E+02	-6.077E-01	-2.565E+00	 1.824E+01	 1.467E-01	-2.874E-02	 3.659E+01	 2.670E+01	 3.692E+01	 4.441E-02	-2.482E-02	 3.256E-02	 8.270E-02	-2.639E+01	-3.627E-01	-7.988E+00	 8.869E+00	-2.807E+00	 6.308E+02	 1.139E+03	 1.125E+01	 5.601E-01	 1.009E+00	 1.125E+01	 5.601E-01	 1.009E+00	-6.120E-01	-7.753E+01	-1.284E-01
   15.0600	 1.039E+01	-6.000E+00	 0.000E+00	 2.231E+02	-6.559E-01	-2.295E+00	 7.528E+00	 1.539E-01	-3.062E-02	 3.583E+01	 2.974E+01	 3.730E+01	 4.426E-02	-2.480E-02	-2.638E-03	 1.267E-01	-2.640E+01	-5.510E-01	-1.085E+01	 9.779E+00	-3.155E+00	 6.250E+02	 1.132E+03	 1.133E+01	 5.082E-01	 9.551E-01	 1.133E+01	 5.082E-01	 9.551E-01	-4.126E-01	-7.751E+01	-1.248E-01
   15.0800	 1.039E+01	-6.000E+00	 0.000E+00	 2.296E+02	-7.009E-01	-2.226E+00	 1.316E+00	 1.600E-01	-3.243E-02	 3.585E+01	 3.244E+01	 3.690E+01	 4.410E-02	-2.472E-02	 2.057E-02	 1.309E-01	-2.641E+01	-7.847E-01	-1.203E+01	 1.092E+01	-3.225E+00	 6.217E+02	 1.131E+03	 1.141E+01	 4.491E-01	 9.113E-01	 1.141E+01	 4.491E-01	 9.113E-01	-2.960E-01	-7.752E+01	-1.219E-01
   15.1000	 1.039E+01	-6.000E+00	 0.000E+00	 2.361E+02	-7.450E-01	-2.164E+00	 6.211E+00	 1.633E-01	-3.380E-02	 3.684E+01	 3.430E+01	 3.635E+01	 4.396E-02	-2.460E-02	 8.671E-02	 8.823E-02	-2.643E+01	-1.009E+00	-9.808E+00	 1.193E+01	-2.967E+00	 6.207E+02	 1.134E+03	 1.150E+01	 3.836E-01	 8.692E-01	 1.150E+01	 3.836E-01	 8.692E-01	-2.037E-01	-7.756E+01	-1.217E-01
   15.1200	 1.039E+01	-6.000E+00	 0.000E+00	 2.426E+02	-7.865E-01	-1.955E+00	 1.486E+01	 1.645E-01	-3.459E-02	 3.811E+01	 3.525E+01	 3.628E+01	 4.385E-02	-2.444E-02	 1.372E-01	 2.920E-02	-2.645E+01	-1.160E+00	-5.019E+00	 1.260E+01	-2.472E+00	 6.191E+02	 1.135E+03	 1.159E+01	 3.124E-01	 8.324E-01	 1.159E+01	 3.124E-01	 8.324E-01	-8.317E-02	-7.761E+01	-1.239E-01
   15.1400	 1.039E+01	-6.000E+00	 0.000E+00	 2.491E+02	-8.220E-01	-1.564E+00	 2.434E+01	 1.649E-01	-3.491E-02	 3.877E+01	 3.561E+01	 3.668E+01	 4.379E-02	-2.427E-02	 1.319E-01	-8.740E-03	-2.647E+01	-1.207E+00	 2.008E-01	 1.293E+01	-1.895E+00	 6.141E+02	 1.131E+03	 1.168E+01	 2.369E-01	 8.086E-01	 1.168E+01	 2.369E-01	 8.086E-01	 6.048E-02	-7.764E+01	-1.260E-01
   15.1600	 1.039E+01	-6.000E+00	 0.000E+00	 2.557E+02	-8.478E-01	-9.864E-01	 3.303E+01	 1.653E-01	-3.497E-02	 3.863E+01	 3.580E+01	 3.712E+01	 4.379E-02	-2.410E-02	 8.336E-02	-1.228E-02	-2.650E+01	-1.161E+00	 4.118E+00	 1.309E+01	-1.363E+00	 6.052E+02	 1.126E+03	 1.178E+01	 1.581E-01	 8.008E-01	 1.178E+01	 1.581E-01	 8.008E-01	 1.895E-01	-7.765E+01	-1.246E-01
   15.1800	 1.039E+01	-6.000E+00	 0.000E+00	 2.622E+02	-8.605E-01	-2.678E-01	 3.811E+01	 1.658E-01	-3.498E-02	 3.815E+01	 3.601E+01	 3.722E+01	 4.381E-02	-2.393E-02	 3.763E-02	 2.629E-04	-2.652E+01	-1.053E+00	 6.432E+00	 1.321E+01	-9.028E-01	 5.952E+02	 1.123E+03	 1.187E+01	 7.714E-02	 8.051E-01	 1.187E+01	 7.714E-02	 8.051E-01	 2.791E-01	-7.764E+01	-1.182E-01
   15.2000	 1.039E+01	-6.000E+00	 0.000E+00	 2.687E+02	-8.581E-01	 5.134E-01	 3.954E+01	 1.660E-01	-3.504E-02	 3.786E+01	 3.623E+01	 3.698E+01	 4.386E-02	-2.377E-02	 2.779E-02	 3.952E-04	-2.654E+01	-9.083E-01	 8.012E+00	 1.331E+01	-4.646E-01	 5.873E+02	 1.126E+03	 1.196E+01	-4.999E-03	 8.156E-01	 1.196E+01	-4.999E-03	 8.156E-01	 3.409E-01	-7.764E+01	-1.077E-01
   15.2200	 1.039E+01	-6.000E+00	 0.000E+00	 2.752E+02	-8.399E-01	 1.300E+00	 3.884E+01	 1.654E-01	-3.509E-02	 3.784E+01	 3.628E+01	 3.669E+01	 4.391E-02	-2.360E-02	 4.789E-02	-2.408E-02	-2.655E+01	-7.317E-01	 9.684E+00	 1.332E+01	-1.668E-02	 5.831E+02	 1.133E+03	 1.204E+01	-8.738E-02	 8.301E-01	 1.204E+01	-8.738E-02	 8.301E-01	 4.096E-01	-7.764E+01	-9.530E-02
   15.2400	 1.039E+01	-6.000E+00	 0.000E+00	 2.817E+02	-8.063E-01	 2.056E+00	 3.652E+01	 1.644E-01	-3.492E-02	 3.780E+01	 3.586E+01	 3.657E+01	 4.399E-02	-2.345E-02	 6.574E-02	-6.197E-02	-2.657E+01	-5.205E-01	 1.140E+01	 1.313E+01	 4.208E-01	 5.819E+02	 1.141E+03	 1.212E+01	-1.691E-01	 8.516E-01	 1.212E+01	-1.691E-01	 8.516E-01	 5.094E-01	-7.766E+01	-8.352E-02
   15.2600	 1.039E+01	-6.000E+00	 0.000E+00	 2.882E+02	-7.581E-01	 2.751E+00	 3.269E+01	 1.629E-01	-3.436E-02	 3.747E+01	 3.480E+01	 3.660E+01	 4.409E-02	-2.332E-02	 5.606E-02	-9.239E-02	-2.658E+01	-2.805E-01	 1.243E+01	 1.272E+01	 8.018E-01	 5.812E+02	 1.147E+03	 1.220E+01	-2.495E-01	 8.850E-01	 1.220E+01	-2.495E-01	 8.850E-01	 6.356E-01	-7.767E+01	-7.399E-02
   15.2800	 1.039E+01	-6.000E+00	 0.000E+00	 2.947E+02	-6.969E-01	 3.355E+00	 2.727E+01	 1.610E-01	-3.340E-02	 3.686E+01	 3.322E+01	 3.661E+01	 4.421E-02	-2.323E-02	 1.973E-02	-1.026E-01	-2.658E+01	-3.216E-02	 1.218E+01	 1.215E+01	 1.098E+00	 5.795E+02	 1.150E+03	 1.227E+01	-3.275E-01	 9.326E-01	 1.227E+01	-3.275E-01	 9.326E-01	 7.648E-01	-7.767E+01	-6.733E-02
   15.3000	 1.039E+01	-6.000E+00	 0.000E+00	 3.013E+02	-6.246E-01	 3.853E+00	 2.247E+01	 1.585E-01	-3.222E-02	 3.621E+01	 3.141E+01	 3.648E+01	 4.434E-02	-2.317E-02	-2.010E-02	-9.643E-02	-2.658E+01	 1.993E-01	 1.083E+01	 1.154E+01	 1.322E+00	 5.768E+02	 1.152E+03	 1.233E+01	-4.025E-01	 9.934E-01	 1.233E+01	-4.025E-01	 9.934E-01	 8.769E-01	-7.765E+01	-6.338E-02
   15.3200	 1.039E+01	-6.000E+00	 0.000E+00	 3.078E+02	-5.434E-01	 4.255E+00	 1.764E+01	 1.554E-01	-3.106E-02	 3.577E+01	 2.971E+01	 3.628E+01	 4.446E-02	-2.316E-02	-4.287E-02	-8.639E-02	-2.657E+01	 3.982E-01	 9.046E+00	 1.096E+01	 1.492E+00	 5.748E+02	 1.154E+03	 1.238E+01	-4.735E-01	 1.065E+00	 1.238E+01	-4.735E-01	 1.065E+00	 9.654E-01	-7.762E+01	-6.167E-02
   15.3400	 1.039E+01	-6.000E+00	 0.000E+00	 3.143E+02	-4.551E-01	 4.559E+00	 1.281E+01	 1.521E-01	-3.007E-02	 3.557E+01	 2.820E+01	 3.616E+01	 4.457E-02	-2.318E-02	-4.535E-02	-8.201E-02	-2.656E+01	 5.630E-01	 7.500E+00	 1.043E+01	 1.621E+00	 5.747E+02	 1.159E+03	 1.243E+01	-5.395E-01	 1.145E+00	 1.243E+01	-5.395E-01	 1.145E+00	 1.032E+00	-7.760E+01	-6.197E-02
   15.3600	 1.039E+01	-6.000E+00	 0.000E+00	 3.208E+02	-3.617E-01	 4.765E+00	 7.883E+00	 1.494E-01	-2.923E-02	 3.548E+01	 2.675E+01	 3.618E+01	 4.465E-02	-2.323E-02	-3.929E-02	-8.340E-02	-2.655E+01	 7.005E-01	 6.274E+00	 9.890E+00	 1.681E+00	 5.773E+02	 1.163E+03	 1.247E+01	-5.997E-01	 1.233E+00	 1.247E+01	-5.997E-01	 1.233E+00	 1.080E+00	-7.758E+01	-6.444E-02
   15.3800	 1.039E+01	-6.000E+00	 0.000E+00	 3.273E+02	-2.651E-01	 4.871E+00	 2.568E+00	 1.478E-01	-2.841E-02	 3.543E+01	 2.513E+01	 3.630E+01	 4.473E-02	-2.332E-02	-3.619E-02	-8.479E-02	-2.653E+01	 8.130E-01	 4.913E+00	 9.325E+00	 1.626E+00	 5.820E+02	 1.167E+03	 1.250E+01	-6.529E-01	 1.328E+00	 1.250E+01	-6.529E-01	 1.328E+00	 1.109E+00	-7.756E+01	-6.940E-02
   15.4000	 1.039E+01	-6.000E+00	 0.000E+00	 3.338E+02	-1.676E-01	 4.864E+00	-3.353E+00	 1.475E-01	-2.752E-02	 3.542E+01	 2.322E+01	 3.641E+01	 4.478E-02	-2.344E-02	-3.975E-02	-7.972E-02	-2.652E+01	 8.936E-01	 3.063E+00	 8.745E+00	 1.436E+00	 5.875E+02	 1.169E+03	 1.252E+01	-6.985E-01	 1.428E+00	 1.252E+01	-6.985E-01	 1.428E+00	 1.116E+00	-7.754E+01	-7.690E-02
   15.4200	 1.039E+01	-6.000E+00	 0.000E+00	 3.403E+02	-7.135E-02	 4.741E+00	-8.700E+00	 1.482E-01	-2.659E-02	 3.553E+01	 2.112E+01	 3.646E+01	 4.482E-02	-2.359E-02	-4.525E-02	-6.568E-02	-2.650E+01	 9.331E-01	 8.554E-01	 8.193E+00	 1.127E+00	 5.933E+02	 1.168E+03	 1.253E+01	-7.354E-01	 1.532E+00	 1.253E+01	-7.354E-01	 1.532E+00	 1.105E+00	-7.753E+01	-8.633E-02
   15.4400	 1.039E+01	-6.000E+00	 0.000E+00	 3.469E+02	 2.145E-02	 4.527E+00	-1.223E+01	 1.495E-01	-2.570E-02	 3.578E+01	 1.901E+01	 3.644E+01	 4.485E-02	-2.377E-02	-4.816E-02	-4.329E-02	-2.648E+01	 9.279E-01	-1.351E+00	 7.719E+00	 7.284E-01	 5.989E+02	 1.167E+03	 1.254E+01	-7.629E-01	 1.638E+00	 1.254E+01	-7.629E-01	 1.638E+00	 1.081E+00	-7.751E+01	-9.662E-02
   15.4600	 1.039E+01	-6.000E+00	 0.000E+00	 3.534E+02	 1.096E-01	 4.291E+00	-1.028E+01	 1.510E-01	-2.494E-02	 3.592E+01	 1.690E+01	 3.637E+01	 4.485E-02	-2.397E-02	-5.330E-02	-1.222E-02	-2.646E+01	 8.782E-01	-3.692E+00	 7.377E+00	 2.489E-01	 6.046E+02	 1.166E+03	 1.253E+01	-7.802E-01	 1.745E+00	 1.253E+01	-7.802E-01	 1.745E+00	 1.050E+00	-7.750E+01	-1.067E-01
   15.4800	 1.039E+01	-6.000E+00	 0.000E+00	 3.599E+02	 1.931E-01	 4.060E+00	-7.924E+00	 1.527E-01	-2.413E-02	 3.576E+01	 1.484E+01	 3.634E+01	 4.483E-02	-2.417E-02	-4.790E-02	 1.607E-02	-2.644E+01	 7.822E-01	-5.821E+00	 7.190E+00	-2.876E-01	 6.111E+02	 1.165E+03	 1.252E+01	-7.867E-01	 1.852E+00	 1.252E+01	-7.867E-01	 1.852E+00	 1.009E+00	-7.749E+01	-1.160E-01
   15.5000	 1.039E+01	-6.000E+00	 0.000E+00	 6.408E+00	 2.758E-01	 4.355E+00	 2.871E+01	 1.524E-01	-2.250E-02	 3.329E+01	 1.179E+01	 3.586E+01	 4.480E-02	-2.436E-02	-1.027E-01	 7.690E-02	-2.643E+01	 6.247E-01	-1.065E+01	 7.531E+00	-9.864E-01	 6.178E+02	 1.164E+03	 1.250E+01	-7.820E-01	 1.960E+00	 1.250E+01	-7.820E-01	 1.960E+00	 9.665E-01	-7.748E+01	-1.223E-01
   15.5200	 1.039E+01	-6.000E+00	 0.000E+00	 1.292E+01	 3.654E-01	 4.407E+00	-2.757E+01	 1.524E-01	-2.054E-02	 3.311E+01	 8.187E+00	 3.487E+01	 4.472E-02	-2.452E-02	-7.123E-02	 9.589E-02	-2.642E+01	 3.629E-01	-1.459E+01	 8.021E+00	-1.719E+00	 6.257E+02	 1.164E+03	 1.248E+01	-7.658E-01	 2.063E+00	 1.248E+01	-7.658E-01	 2.063E+00	 8.673E-01	-7.745E+01	-1.263E-01
   15.5400	 1.039E+01	-6.000E+00	 0.000E+00	 1.943E+01	 4.462E-01	 3.635E+00	-3.739E+01	 1.495E-01	-1.959E-02	 3.483E+01	 6.737E+00	 3.435E+01	 4.462E-02	-2.465E-02	 1.770E-02	 7.083E-02	-2.642E+01	 8.516E-02	-1.232E+01	 7.957E+00	-2.121E+00	 6.328E+02	 1.163E+03	 1.244E+01	-7.380E-01	 2.144E+00	 1.244E+01	-7.380E-01	 2.144E+00	 7.746E-01	-7.743E+01	-1.294E-01
   15.5600	 1.039E+01	-6.000E+00	 0.000E+00	 2.595E+01	 5.129E-01	 3.116E+00	-1.692E+01	 1.442E-01	-1.955E-02	 3.651E+01	 6.724E+00	 3.495E+01	 4.452E-02	-2.475E-02	 7.586E-02	 4.279E-02	-2.642E+01	-1.173E-01	-8.103E+00	 8.036E+00	-2.284E+00	 6.366E+02	 1.157E+03	 1.240E+01	-6.993E-01	 2.216E+00	 1.240E+01	-6.993E-01	 2.216E+00	 8.190E-01	-7.745E+01	-1.322E-01
   15.5800	 1.039E+01	-6.000E+00	 0.000E+00	 3.246E+01	 5.721E-01	 2.788E+00	-1.825E+01	 1.401E-01	-1.933E-02	 3.705E+01	 6.003E+00	 3.622E+01	 4.445E-02	-2.483E-02	 6.184E-02	 5.565E-02	-2.642E+01	-2.608E-01	-6.897E+00	 8.456E+00	-2.556E+00	 6.355E+02	 1.147E+03	 1.236E+01	-6.507E-01	 2.302E+00	 1.236E+01	-6.507E-01	 2.302E+00	 9.124E-01	-7.749E+01	-1.369E-01
   15.6000	 1.039E+01	-6.000E+00	 0.000E+00	 3.897E+01	 6.241E-01	 2.427E+00	-1.552E+01	 1.386E-01	-1.831E-02	 3.636E+01	 3.958E+00	 3.715E+01	 4.441E-02	-2.488E-02	 1.011E-02	 1.039E-01	-2.643E+01	-4.164E-01	-9.028E+00	 9.155E+00	-2.959E+00	 6.314E+02	 1.139E+03	 1.230E+01	-5.933E-01	 2.398E+00	 1.230E+01	-5.933E-01	 2.398E+00	 9.089E-01	-7.752E+01	-1.431E-01
   15.6200	 1.039E+01	-6.000E+00	 0.000E+00	 4.548E+01	 6.704E-01	 2.244E+00	-3.965E+00	 1.392E-01	-1.668E-02	 3.558E+01	 9.910E-01	 3.720E+01	 4.437E-02	-2.490E-02	-1.081E-02	 1.391E-01	-2.644E+01	-6.256E-01	-1.164E+01	 1.018E+01	-3.223E+00	 6.279E+02	 1.138E+03	 1.223E+01	-5.280E-01	 2.487E+00	 1.223E+01	-5.280E-01	 2.487E+00	 7.768E-01	-7.751E+01	-1.477E-01
   15.6400	 1.039E+01	-6.000E+00	 0.000E+00	 5.200E+01	 7.149E-01	 2.210E+00	-1.988E+00	 1.408E-01	-1.516E-02	 3.582E+01	-1.943E+00	 3.665E+01	 4.432E-02	-2.486E-02	 2.860E-02	 1.268E-01	-2.645E+01	-8.643E-01	-1.164E+01	 1.132E+01	-3.167E+00	 6.272E+02	 1.142E+03	 1.216E+01	-4.559E-01	 2.552E+00	 1.216E+01	-4.559E-01	 2.552E+00	 5.730E-01	-7.748E+01	-1.499E-01
   15.6600	 1.039E+01	-6.000E+00	 0.000E+00	 5.851E+01	 7.583E-01	 2.107E+00	-9.016E+00	 1.429E-01	-1.436E-02	 3.697E+01	-3.813E+00	 3.623E+01	 4.429E-02	-2.477E-02	 9.225E-02	 7.526E-02	-2.647E+01	-1.068E+00	-8.278E+00	 1.222E+01	-2.804E+00	 6.277E+02	 1.148E+03	 1.209E+01	-3.785E-01	 2.591E+00	 1.209E+01	-3.785E-01	 2.591E+00	 3.756E-01	-7.744E+01	-1.508E-01
   15.6800	 1.039E+01	-6.000E+00	 0.000E+00	 6.503E+01	 7.981E-01	 1.838E+00	-1.801E+01	 1.454E-01	-1.440E-02	 3.810E+01	-4.359E+00	 3.636E+01	 4.430E-02	-2.465E-02	 1.208E-01	 2.202E-02	-2.649E+01	-1.183E+00	-3.067E+00	 1.276E+01	-2.258E+00	 6.265E+02	 1.150E+03	 1.202E+01	-2.974E-01	 2.612E+00	 1.202E+01	-2.974E-01	 2.612E+00	 2.270E-01	-7.741E+01	-1.519E-01
   15.7000	 1.039E+01	-6.000E+00	 0.000E+00	 7.154E+01	 8.306E-01	 1.381E+00	-2.759E+01	 1.484E-01	-1.487E-02	 3.857E+01	-4.184E+00	 3.684E+01	 4.435E-02	-2.452E-02	 9.233E-02	-1.502E-03	-2.652E+01	-1.193E+00	 1.822E+00	 1.301E+01	-1.685E+00	 6.211E+02	 1.147E+03	 1.194E+01	-2.140E-01	 2.625E+00	 1.194E+01	-2.140E-01	 2.625E+00	 1.078E-01	-7.739E+01	-1.546E-01
   15.7200	 1.039E+01	-6.000E+00	 0.000E+00	 7.806E+01	 8.521E-01	 7.471E-01	-3.524E+01	 1.514E-01	-1.524E-02	 3.844E+01	-4.061E+00	 3.719E+01	 4.444E-02	-2.440E-02	 3.651E-02	 5.477E-03	-2.654E+01	-1.121E+00	 5.120E+00	 1.314E+01	-1.180E+00	 6.124E+02	 1.144E+03	 1.186E+01	-1.300E-01	 2.630E+00	 1.186E+01	-1.300E-01	 2.630E+00	-2.775E-02	-7.737E+01	-1.600E-01
   15.7400	 1.039E+01	-6.000E+00	 0.000E+00	 8.457E+01	 8.597E-01	-6.847E-04	-3.887E+01	 1.532E-01	-1.524E-02	 3.822E+01	-4.335E+00	 3.714E+01	 4.454E-02	-2.426E-02	-3.059E-04	 1.744E-02	-2.656E+01	-9.978E-01	 7.056E+00	 1.326E+01	-7.317E-01	 6.037E+02	 1.145E+03	 1.178E+01	-4.646E-02	 2.624E+00	 1.178E+01	-4.646E-02	 2.624E+00	-1.977E-01	-7.737E+01	-1.682E-01
   15.7600	 1.039E+01	-6.000E+00	 0.000E+00	 9.109E+01	 8.519E-01	-7.874E-01	-3.943E+01	 1.532E-01	-1.497E-02	 3.824E+01	-4.787E+00	 3.685E+01	 4.464E-02	-2.413E-02	 1.681E-03	 9.495E-03	-2.658E+01	-8.411E-01	 8.628E+00	 1.334E+01	-2.893E-01	 5.978E+02	 1.151E+03	 1.170E+01	 3.550E-02	 2.601E+00	 1.170E+01	 3.550E-02	 2.601E+00	-3.817E-01	-7.736E+01	-1.784E-01
   15.7800	 1.039E+01	-6.000E+00	 0.000E+00	 9.760E+01	 8.283E-01	-1.566E+00	-3.819E+01	 1.517E-01	-1.473E-02	 3.843E+01	-4.898E+00	 3.661E+01	 4.475E-02	-2.399E-02	 2.371E-02	-2.150E-02	-2.660E+01	-6.513E-01	 1.038E+01	 1.328E+01	 1.600E-01	 5.955E+02	 1.161E+03	 1.161E+01	 1.150E-01	 2.562E+00	 1.161E+01	 1.150E-01	 2.562E+00	-5.494E-01	-7.735E+01	-1.894E-01
   15.8000	 1.039E+01	-6.000E+00	 0.000E+00	 1.041E+02	 7.895E-01	-2.304E+00	-3.533E+01	 1.494E-01	-1.479E-02	 3.844E+01	-4.289E+00	 3.657E+01	 4.486E-02	-2.386E-02	 3.236E-02	-5.855E-02	-2.661E+01	-4.270E-01	 1.194E+01	 1.300E+01	 5.817E-01	 5.950E+02	 1.169E+03	 1.153E+01	 1.914E-01	 2.512E+00	 1.153E+01	 1.914E-01	 2.512E+00	-6.887E-01	-7.734E+01	-1.992E-01
   15.8200	 1.039E+01	-6.000E+00	 0.000E+00	 1.106E+02	 7.366E-01	-2.970E+00	-3.107E+01	 1.473E-01	-1.521E-02	 3.813E+01	-2.978E+00	 3.661E+01	 4.499E-02	-2.375E-02	 1.137E-02	-8.213E-02	-2.661E+01	-1.801E-01	 1.254E+01	 1.252E+01	 9.316E-01	 5.942E+02	 1.173E+03	 1.145E+01	 2.640E-01	 2.453E+00	 1.145E+01	 2.640E-01	 2.453E+00	-8.087E-01	-7.733E+01	-2.061E-01
   15.8400	 1.039E+01	-6.000E+00	 0.000E+00	 1.171E+02	 6.713E-01	-3.536E+00	-2.562E+01	 1.460E-01	-1.588E-02	 3.759E+01	-1.317E+00	 3.657E+01	 4.512E-02	-2.367E-02	-2.916E-02	-8.518E-02	-2.661E+01	 6.561E-02	 1.183E+01	 1.192E+01	 1.198E+00	 5.920E+02	 1.175E+03	 1.137E+01	 3.323E-01	 2.386E+00	 1.137E+01	 3.323E-01	 2.386E+00	-9.207E-01	-7.734E+01	-2.095E-01
   15.8600	 1.039E+01	-6.000E+00	 0.000E+00	 1.237E+02	 5.958E-01	-4.000E+00	-2.082E+01	 1.454E-01	-1.661E-02	 3.714E+01	 3.187E-01	 3.641E+01	 4.524E-02	-2.363E-02	-6.371E-02	-7.633E-02	-2.661E+01	 2.871E-01	 1.023E+01	 1.132E+01	 1.398E+00	 5.891E+02	 1.177E+03	 1.130E+01	 3.959E-01	 2.310E+00	 1.130E+01	 3.959E-01	 2.310E+00	-1.022E+00	-7.737E+01	-2.097E-01
   15.8800	 1.039E+01	-6.000E+00	 0.000E+00	 1.302E+02	 5.120E-01	-4.368E+00	-1.592E+01	 1.454E-01	-1.729E-02	 3.691E+01	 1.777E+00	 3.623E+01	 4.533E-02	-2.362E-02	-7.702E-02	-6.835E-02	-2.660E+01	 4.736E-01	 8.466E+00	 1.076E+01	 1.552E+00	 5.872E+02	 1.179E+03	 1.123E+01	 4.541E-01	 2.224E+00	 1.123E+01	 4.541E-01	 2.224E+00	-1.094E+00	-7.740E+01	-2.079E-01
   15.9000	 1.039E+01	-6.000E+00	 0.000E+00	 1.367E+02	 4.217E-01	-4.638E+00	-1.106E+01	 1.458E-01	-1.794E-02	 3.684E+01	 3.164E+00	 3.615E+01	 4.540E-02	-2.363E-02	-7.324E-02	-6.716E-02	-2.659E+01	 6.282E-01	 7.054E+00	 1.023E+01	 1.659E+00	 5.876E+02	 1.183E+03	 1.117E+01	 5.067E-01	 2.131E+00	 1.117E+01	 5.067E-01	 2.131E+00	-1.121E+00	-7.743E+01	-2.048E-01
   15.9200	 1.039E+01	-6.000E+00	 0.000E+00	 1.432E+02	 3.271E-01	-4.811E+00	-6.124E+00	 1.463E-01	-1.865E-02	 3.679E+01	 4.705E+00	 3.622E+01	 4.543E-02	-2.367E-02	-6.495E-02	-7.045E-02	-2.658E+01	 7.571E-01	 5.827E+00	 9.684E+00	 1.680E+00	 5.902E+02	 1.186E+03	 1.111E+01	 5.532E-01	 2.036E+00	 1.111E+01	 5.532E-01	 2.036E+00	-1.105E+00	-7.746E+01	-2.005E-01
   15.9400	 1.039E+01	-6.000E+00	 0.000E+00	 1.497E+02	 2.300E-01	-4.878E+00	-4.750E-01	 1.468E-01	-1.950E-02	 3.668E+01	 6.542E+00	 3.636E+01	 4.544E-02	-2.374E-02	-6.189E-02	-7.125E-02	-2.656E+01	 8.591E-01	 4.289E+00	 9.110E+00	 1.574E+00	 5.944E+02	 1.187E+03	 1.106E+01	 5.931E-01	 1.941E+00	 1.106E+01	 5.931E-01	 1.941E+00	-1.063E+00	-7.749E+01	-1.946E-01
   15.9600	 1.039E+01	-6.000E+00	 0.000E+00	 1.562E+02	 1.328E-01	-4.828E+00	 5.415E+00	 1.473E-01	-2.049E-02	 3.656E+01	 8.618E+00	 3.645E+01	 4.542E-02	-2.384E-02	-6.392E-02	-6.441E-02	-2.654E+01	 9.253E-01	 2.264E+00	 8.535E+00	 1.336E+00	 5.991E+02	 1.185E+03	 1.103E+01	 6.261E-01	 1.849E+00	 1.103E+01	 6.261E-01	 1.849E+00	-1.013E+00	-7.751E+01	-1.868E-01
   15.9800	 1.039E+01	-6.000E+00	 0.000E+00	 1.628E+02	 3.763E-02	-4.669E+00	 1.026E+01	 1.477E-01	-2.152E-02	 3.650E+01	 1.076E+01	 3.647E+01	 4.538E-02	-2.397E-02	-6.554E-02	-4.871E-02	-2.652E+01	 9.481E-01	 1.625E-02	 8.007E+00	 9.897E-01	 6.036E+02	 1.182E+03	 1.100E+01	 6.520E-01	 1.757E+00	 1.100E+01	 6.520E-01	 1.757E+00	-9.681E-01	-7.753E+01	-1.779E-01
   16.0000	 1.039E+01	-6.000E+00	 0.000E+00	 1.693E+02	-5.349E-02	-4.435E+00	 1.236E+01	 1.481E-01	-2.254E-02	 3.650E+01	 1.284E+01	 3.644E+01	 4.531E-02	-2.411E-02	-6.476E-02	-2.501E-02	-2.651E+01	 9.266E-01	-2.168E+00	 7.573E+00	 5.627E-01	 6.079E+02	 1.178E+03	 1.098E+01	 6.702E-01	 1.666E+00	 1.098E+01	 6.702E-01	 1.666E+00	-9.268E-01	-7.754E+01	-1.689E-01
   16.0200	 1.039E+01	-6.000E+00	 0.000E+00	 1.758E+02	-1.399E-01	-4.209E+00	 1.167E+01	 1.485E-01	-2.352E-02	 3.638E+01	 1.492E+01	 3.635E+01	 4.522E-02	-2.426E-02	-6.297E-02	 4.366E-03	-2.649E+01	 8.590E-01	-4.594E+00	 7.295E+00	 5.437E-02	 6.125E+02	 1.174E+03	 1.098E+01	 6.804E-01	 1.576E+00	 9.945E+00	 6.169E-01	 1.426E+00	-8.785E-01	-7.755E+01	-1.612E-01
