
Predictions were generated on 18-Sep-2019 at 00:08:08 using OpenFAST, compiled as a 64-bit application using double precision at commit v2.1.0-173-g38fc45a8
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn14; ServoDyn

Description from the FAST input file: FAST Certification Test #09: UAE Phase VI (downwind) with many DOFs with yaw ramp and a steady wind.

Time      	Wind1VelX 	Wind1VelY 	Wind1VelZ 	Azimuth   	TipALxb1  	TipALyb1  	TipALxb2  	TipALyb2  	Spn2ALxb1 	Spn2ALyb1 	RotAccel  	LSSGagA   	HSShftA   	NacYaw    	RootMEdg1 	RootMFlp1 	RootMEdg2 	RootMFlp2 	Spn3MLxb1 	Spn3MLyb1 	Spn5MLxb1 	Spn5MLyb1 	YawBrFxp  	YawBrFyp  	YawBrMxn  	YawBrMyn  
   19.4400	 9.526E+00	-5.500E+00	 0.000E+00	 1.086E+02	 1.788E+01	 3.763E+00	-4.554E-01	 3.170E+00	 7.449E-01	-4.904E-01	 5.156E+01	 4.688E+00	 1.178E+02	-5.173E+00	 1.555E+00	 2.297E+00	-5.604E-01	 1.877E+00	 4.968E-01	 1.361E+00	 3.539E-01	 7.026E-01	 1.127E+00	-1.229E-01	 1.562E+00	 8.796E+00
   19.4880	 9.526E+00	-5.500E+00	 0.000E+00	 1.294E+02	-2.112E-01	 2.447E+00	 1.861E+01	-1.397E+00	 1.009E+00	 1.367E+00	-5.401E+01	-2.854E+00	-7.173E+01	-5.358E+00	 1.378E+00	 2.447E+00	-4.380E-01	 1.941E+00	 3.620E-01	 1.494E+00	 2.786E-01	 8.358E-01	 1.440E+00	-8.946E-02	 1.517E+00	 8.734E+00
   19.5360	 9.526E+00	-5.500E+00	 0.000E+00	 1.502E+02	 6.461E+00	-1.392E+00	-2.688E+01	 3.537E+00	 2.931E-01	 1.454E-01	-3.911E+00	-9.034E+00	-2.270E+02	-5.528E+00	 8.440E-01	 3.082E+00	-1.268E-01	 2.850E+00	 5.105E-02	 1.779E+00	 1.342E-01	 9.786E-01	 2.045E+00	-1.342E-01	 1.370E+00	 9.269E+00
   19.5840	 9.526E+00	-5.500E+00	 0.000E+00	 1.710E+02	-2.803E+01	 8.787E+00	 1.429E+01	-1.337E+00	 1.763E+00	 1.219E+00	-1.060E+01	-9.094E+00	-2.285E+02	-5.697E+00	 7.199E-01	 1.901E+00	 4.627E-02	 1.811E+00	 1.299E-01	 1.171E+00	 1.458E-01	 7.064E-01	 2.133E+00	-1.103E-01	 1.199E+00	 9.457E+00
   19.6320	 9.526E+00	-5.500E+00	 0.000E+00	 1.917E+02	 4.116E+01	-5.584E+00	-1.890E+00	-6.345E-02	-7.346E-01	-4.373E-02	-2.090E+01	-8.346E+00	-2.097E+02	-5.865E+00	 4.434E-02	 2.523E+00	 4.662E-01	 2.106E+00	-2.543E-01	 1.251E+00	-6.153E-02	 6.274E-01	 2.567E+00	-1.707E-01	 1.012E+00	 9.303E+00
   19.6800	 9.526E+00	-5.500E+00	 0.000E+00	 2.125E+02	-2.849E+01	 5.059E-02	-1.574E+01	-5.142E+00	 1.693E+00	 4.215E-01	 1.064E+01	-9.666E-01	-2.429E+01	-6.037E+00	-1.771E-01	 3.347E+00	 5.087E-01	 2.989E+00	-4.656E-01	 1.953E+00	-1.197E-01	 1.229E+00	 2.488E+00	-1.222E-01	 9.173E-01	 9.192E+00
   19.7280	 9.526E+00	-5.500E+00	 0.000E+00	 2.333E+02	 2.448E+01	 4.112E-01	 1.372E+01	 1.269E+00	 8.879E-01	-1.049E+00	 8.211E+01	 1.213E+01	 3.049E+02	-6.219E+00	-3.960E-01	 2.132E+00	 1.073E+00	 1.839E+00	-3.755E-01	 1.105E+00	-1.125E-01	 6.315E-01	 2.281E+00	-9.323E-02	 1.053E+00	 9.247E+00
   19.7760	 9.526E+00	-5.500E+00	 0.000E+00	 2.541E+02	 1.071E+01	-5.000E+00	-4.946E+00	-2.586E+00	-4.297E-01	 1.268E+00	-8.845E+01	 7.387E+00	 1.856E+02	-6.412E+00	-6.243E-01	 2.451E+00	 1.300E+00	 2.573E+00	-5.744E-01	 1.283E+00	-2.271E-01	 7.674E-01	 1.964E+00	-4.820E-02	 1.196E+00	 9.292E+00
   19.8240	 9.526E+00	-5.500E+00	 0.000E+00	 2.750E+02	-2.294E+01	 5.130E+00	-4.672E-01	 7.060E-01	 1.071E+00	-1.163E+00	 9.469E+01	 7.384E+00	 1.856E+02	-6.607E+00	-5.724E-01	 3.040E+00	 1.339E+00	 2.955E+00	-5.364E-01	 1.748E+00	-1.350E-01	 1.111E+00	 1.637E+00	-1.925E-02	 1.319E+00	 9.060E+00
   19.8720	 9.526E+00	-5.500E+00	 0.000E+00	 2.958E+02	 2.675E+01	-3.271E+00	 1.061E+01	 2.056E+00	-1.400E+00	 8.077E-01	-7.560E+01	 4.747E+00	 1.193E+02	-6.812E+00	-6.006E-01	 1.759E+00	 1.591E+00	 1.986E+00	-4.484E-01	 8.495E-01	-1.653E-01	 4.882E-01	 1.231E+00	-4.451E-02	 1.481E+00	 8.977E+00
   19.9200	 9.526E+00	-5.500E+00	 0.000E+00	 3.166E+02	-1.350E+01	 2.625E+00	 9.422E+00	 5.629E-01	 2.064E-02	 1.447E-01	 7.048E+00	-7.174E+00	-1.803E+02	-7.007E+00	-3.177E-01	 2.294E+00	 1.156E+00	 2.903E+00	-3.767E-01	 1.300E+00	-8.951E-02	 8.273E-01	 1.127E+00	-1.238E-01	 1.475E+00	 8.279E+00
   19.9680	 9.526E+00	-5.500E+00	 0.000E+00	 3.374E+02	-6.522E+00	 1.326E+00	-2.661E+00	 1.312E+00	-1.148E+00	-3.792E-01	-1.649E+00	-4.749E+00	-1.194E+02	-7.191E+00	-7.581E-02	 2.793E+00	 8.224E-01	 2.605E+00	-3.227E-01	 1.528E+00	-4.975E-02	 8.990E-01	 1.019E+00	-2.103E-01	 1.449E+00	 8.947E+00
   20.0160	 9.526E+00	-5.500E+00	 0.000E+00	 3.582E+02	 1.165E+01	-8.683E-01	 6.027E+01	-3.977E+00	-8.696E-01	 8.168E-01	-5.181E+01	-1.112E+01	-2.794E+02	-7.376E+00	 2.663E-01	 1.473E+00	 4.856E-01	 2.000E+00	-4.101E-02	 8.021E-01	 3.868E-02	 4.636E-01	 1.166E+00	-3.012E-01	 1.357E+00	 8.086E+00
   20.0640	 9.526E+00	-5.500E+00	 0.000E+00	 1.895E+01	-9.397E+00	-3.232E-01	-1.787E+01	-7.619E-01	-8.530E-01	-7.514E-01	 2.372E+01	-9.136E+00	-2.296E+02	-7.559E+00	 5.323E-01	 2.646E+00	-4.097E-02	 2.582E+00	-4.435E-02	 1.508E+00	 8.765E-02	 8.794E-01	 1.367E+00	-3.676E-01	 1.216E+00	 8.971E+00
   20.1120	 9.526E+00	-5.500E+00	 0.000E+00	 3.973E+01	-6.804E+00	-2.276E+00	 3.611E+00	 1.237E+00	-2.918E-01	-1.784E+00	 7.814E+01	 8.474E+00	 2.130E+02	-7.745E+00	 6.888E-01	 2.662E+00	-2.110E-01	 3.249E+00	 2.242E-02	 1.529E+00	 1.242E-01	 8.859E-01	 1.781E+00	-3.312E-01	 1.183E+00	 8.425E+00
   20.1600	 9.526E+00	-5.500E+00	 0.000E+00	 6.056E+01	 1.201E+01	-2.104E+00	 2.573E+01	-5.203E+00	-1.193E+00	 1.237E+00	-9.221E+01	 7.247E+00	 1.821E+02	-7.940E+00	 1.251E+00	 1.859E+00	-5.027E-01	 1.768E+00	 3.644E-01	 1.102E+00	 2.640E-01	 6.021E-01	 1.945E+00	-2.690E-01	 1.270E+00	 9.316E+00
   20.2080	 9.526E+00	-5.500E+00	 0.000E+00	 8.139E+01	-4.925E+00	 1.784E+00	-1.367E+01	 3.198E+00	 1.262E-02	-1.853E+00	 1.006E+02	 5.247E+00	 1.319E+02	-8.133E+00	 1.302E+00	 3.073E+00	-5.900E-01	 2.825E+00	 2.993E-01	 1.824E+00	 2.931E-01	 1.023E+00	 2.314E+00	-2.034E-01	 1.279E+00	 9.577E+00
   20.2560	 9.526E+00	-5.500E+00	 0.000E+00	 1.023E+02	-7.985E-01	-2.502E+00	 4.857E+00	-2.145E+00	-9.458E-02	 1.262E+00	-7.498E+01	 8.318E+00	 2.090E+02	-8.322E+00	 1.437E+00	 2.563E+00	-6.307E-01	 2.871E+00	 3.496E-01	 1.549E+00	 2.677E-01	 8.690E-01	 2.383E+00	-1.035E-01	 1.331E+00	 9.798E+00
   20.3040	 9.526E+00	-5.500E+00	 0.000E+00	 1.231E+02	 2.268E+01	 3.910E+00	 6.367E+00	 3.923E-01	 2.018E-01	 9.035E-02	 1.012E+01	-3.488E+00	-8.766E+01	-8.510E+00	 1.529E+00	 2.309E+00	-5.541E-01	 1.532E+00	 4.843E-01	 1.344E+00	 3.444E-01	 6.818E-01	 2.366E+00	-1.104E-01	 1.347E+00	 9.491E+00
   20.3520	 9.526E+00	-5.500E+00	 0.000E+00	 1.439E+02	-1.121E+01	-5.374E-01	-8.224E+00	 1.649E+00	 1.234E+00	 4.347E-01	-4.506E-01	-3.978E+00	-9.997E+01	-8.677E+00	 9.786E-01	 3.008E+00	-2.533E-01	 3.035E+00	 1.030E-01	 1.798E+00	 1.605E-01	 1.043E+00	 2.218E+00	-1.396E-01	 1.303E+00	 9.605E+00
   20.4000	 9.526E+00	-5.500E+00	 0.000E+00	 1.647E+02	 1.604E+01	 2.173E+00	-6.192E+00	-5.024E-01	 2.797E-01	 7.963E-01	-3.154E+01	-5.972E+00	-1.501E+02	-8.833E+00	 7.857E-01	 2.446E+00	-2.649E-02	 2.265E+00	 1.209E-01	 1.456E+00	 1.671E-01	 8.184E-01	 1.908E+00	-2.020E-01	 1.287E+00	 9.237E+00
   20.4480	 9.526E+00	-5.500E+00	 0.000E+00	 1.855E+02	 4.045E+00	 5.257E-01	 1.336E+01	 2.748E+00	 2.857E+00	 6.634E-01	 3.019E+01	-1.088E+01	-2.735E+02	-8.985E+00	 2.957E-01	 1.536E+00	 4.614E-01	 1.665E+00	-3.907E-02	 9.376E-01	 3.636E-02	 5.935E-01	 1.369E+00	-2.645E-01	 1.229E+00	 9.023E+00
   20.4960	 9.526E+00	-5.500E+00	 0.000E+00	 2.062E+02	 3.013E+00	-1.256E+00	-1.517E+01	-2.206E+00	 6.255E-01	-7.455E-01	 4.782E+01	 7.545E-01	 1.896E+01	-9.136E+00	-1.082E-01	 3.506E+00	 5.178E-01	 2.961E+00	-4.230E-01	 1.907E+00	-9.526E-02	 1.093E+00	 1.411E+00	-3.578E-01	 1.199E+00	 8.226E+00
   20.5440	 9.526E+00	-5.500E+00	 0.000E+00	 2.270E+02	 4.929E+00	-2.708E+00	 3.810E+00	-4.664E+00	 9.172E-01	 1.480E+00	-6.016E+01	 6.844E+00	 1.720E+02	-9.296E+00	-2.903E-01	 2.577E+00	 8.992E-01	 2.126E+00	-4.281E-01	 1.415E+00	-1.391E-01	 8.499E-01	 1.080E+00	-3.268E-01	 1.307E+00	 8.131E+00
   20.5920	 9.526E+00	-5.500E+00	 0.000E+00	 2.479E+02	 1.451E+01	 1.636E+00	 1.163E+01	 4.005E+00	 1.937E+00	-7.779E-01	 9.490E+01	 6.691E+00	 1.682E+02	-9.472E+00	-5.141E-01	 1.767E+00	 1.353E+00	 2.163E+00	-3.946E-01	 9.536E-01	-1.304E-01	 5.906E-01	 9.093E-01	-2.783E-01	 1.419E+00	 8.658E+00
   20.6400	 9.526E+00	-5.500E+00	 0.000E+00	 2.687E+02	-3.595E+00	-1.702E+00	-1.607E+01	-3.426E+00	-6.661E-01	 1.016E+00	-7.092E+01	 7.560E+00	 1.900E+02	-9.650E+00	-5.928E-01	 3.282E+00	 1.289E+00	 3.083E+00	-6.146E-01	 1.778E+00	-1.978E-01	 1.063E+00	 1.256E+00	-2.293E-01	 1.462E+00	 8.704E+00
   20.6880	 9.526E+00	-5.500E+00	 0.000E+00	 2.896E+02	-3.265E+00	 2.333E+00	 1.991E+01	 2.454E+00	 7.787E-01	-2.065E-01	 3.477E+01	 1.329E+00	 3.339E+01	-9.835E+00	-5.847E-01	 1.945E+00	 1.543E+00	 2.339E+00	-4.417E-01	 1.090E+00	-1.320E-01	 7.146E-01	 1.436E+00	-1.796E-01	 1.476E+00	 9.033E+00
   20.7360	 9.526E+00	-5.500E+00	 0.000E+00	 3.104E+02	 1.810E+01	-1.122E+00	 1.093E+00	 2.252E+00	-1.312E+00	-1.881E-02	-2.363E+01	-2.214E+00	-5.564E+01	-1.002E+01	-4.564E-01	 2.014E+00	 1.362E+00	 2.469E+00	-4.035E-01	 1.014E+00	-1.254E-01	 5.875E-01	 1.772E+00	-1.525E-01	 1.402E+00	 9.038E+00
   20.7840	 9.526E+00	-5.500E+00	 0.000E+00	 3.312E+02	-2.444E+01	 1.532E+00	 2.117E+00	-1.811E+00	-9.001E-01	-2.610E-01	-1.492E+01	-5.758E+00	-1.447E+02	-1.018E+01	-1.786E-01	 3.032E+00	 8.700E-01	 3.156E+00	-4.068E-01	 1.714E+00	-8.247E-02	 1.060E+00	 2.295E+00	-2.195E-01	 1.287E+00	 9.580E+00
   20.8320	 9.526E+00	-5.500E+00	 0.000E+00	 3.520E+02	 1.052E+01	-7.405E-02	-1.959E+01	 9.531E+00	-1.317E+00	-7.618E-01	 1.076E+01	-5.853E+00	-1.471E+02	-1.035E+01	 9.628E-02	 1.924E+00	 7.170E-01	 1.966E+00	-1.496E-01	 1.021E+00	 4.998E-03	 5.843E-01	 2.296E+00	-2.155E-01	 1.192E+00	 9.627E+00
   20.8800	 9.526E+00	-5.500E+00	 0.000E+00	 1.274E+01	 2.292E+00	 8.927E-04	 3.300E+01	-4.262E+00	-1.460E+00	-4.422E-01	-1.273E+01	-6.554E+00	-1.647E+02	-1.051E+01	 5.031E-01	 2.253E+00	 9.777E-02	 2.405E+00	-6.999E-03	 1.254E+00	 9.126E-02	 7.159E-01	 2.516E+00	-3.140E-01	 1.077E+00	 9.571E+00
   20.9280	 9.526E+00	-5.500E+00	 0.000E+00	 3.351E+01	-1.847E+01	-5.159E+00	-1.853E+01	-1.163E+00	-9.657E-01	-5.372E-01	-1.613E+01	 7.691E-02	 1.933E+00	-1.068E+01	 5.700E-01	 3.071E+00	-1.574E-01	 3.417E+00	-1.117E-01	 1.761E+00	 5.645E-02	 1.044E+00	 2.414E+00	-3.243E-01	 1.046E+00	 9.150E+00
   20.9760	 9.526E+00	-5.500E+00	 0.000E+00	 5.433E+01	 1.685E+01	 1.908E+00	 1.521E+01	 1.605E+00	-3.110E-01	-1.679E+00	 8.972E+01	 8.881E+00	 2.232E+02	-1.085E+01	 1.131E+00	 1.946E+00	-3.695E-01	 2.019E+00	 3.486E-01	 1.126E+00	 2.810E-01	 6.036E-01	 2.043E+00	-3.183E-01	 1.203E+00	 9.255E+00
   21.0240	 9.526E+00	-5.500E+00	 0.000E+00	 7.517E+01	-4.628E+00	-2.460E+00	 1.665E+01	-4.478E+00	-4.542E-01	 1.243E+00	-8.691E+01	 6.578E+00	 1.653E+02	-1.104E+01	 1.322E+00	 2.608E+00	-5.928E-01	 2.463E+00	 3.071E-01	 1.574E+00	 2.620E-01	 9.005E-01	 1.725E+00	-2.944E-01	 1.351E+00	 9.123E+00
   21.0720	 9.526E+00	-5.500E+00	 0.000E+00	 9.601E+01	 1.231E-01	 9.361E-01	-2.516E+01	 3.994E+00	 4.925E-01	-1.087E+00	 6.432E+01	 3.526E+00	 8.860E+01	-1.123E+01	 1.369E+00	 3.016E+00	-5.971E-01	 3.007E+00	 3.286E-01	 1.788E+00	 2.998E-01	 9.900E-01	 1.433E+00	-2.669E-01	 1.440E+00	 8.949E+00
   21.1200	 9.526E+00	-5.500E+00	 0.000E+00	 1.169E+02	 1.242E+01	 1.754E+00	 2.664E+01	-1.692E+00	 1.169E+00	 1.251E+00	-3.617E+01	 3.287E+00	 8.259E+01	-1.143E+01	 1.541E+00	 1.979E+00	-5.647E-01	 1.793E+00	 4.946E-01	 1.227E+00	 3.333E-01	 6.654E-01	 1.086E+00	-2.466E-01	 1.543E+00	 8.864E+00
   21.1680	 9.526E+00	-5.500E+00	 0.000E+00	 1.377E+02	 7.324E+00	-1.452E-01	-1.076E+01	 3.993E-01	 8.605E-01	 3.673E-01	-1.331E+01	-5.520E+00	-1.387E+02	-1.162E+01	 1.170E+00	 2.902E+00	-3.651E-01	 2.398E+00	 2.193E-01	 1.679E+00	 2.172E-01	 9.144E-01	 1.090E+00	-2.653E-01	 1.498E+00	 8.383E+00
   21.2160	 9.526E+00	-5.500E+00	 0.000E+00	 1.585E+02	-1.812E+00	 9.811E-01	-9.677E+00	 1.706E+00	 1.864E+00	 4.358E-01	 1.775E+01	-2.084E+00	-5.237E+01	-1.181E+01	 8.172E-01	 2.682E+00	-6.187E-02	 2.896E+00	 9.053E-02	 1.623E+00	 1.502E-01	 9.347E-01	 1.139E+00	-2.866E-01	 1.450E+00	 9.070E+00
   21.2640	 9.526E+00	-5.500E+00	 0.000E+00	 1.793E+02	 5.204E+01	-4.214E+00	 1.398E+01	-1.306E+00	-9.299E-02	 1.046E+00	-6.382E+01	-7.771E+00	-1.953E+02	-1.200E+01	 5.077E-01	 1.941E+00	 2.975E-01	 1.683E+00	 3.349E-02	 9.738E-01	 7.376E-02	 4.558E-01	 1.337E+00	-3.085E-01	 1.352E+00	 8.543E+00
   21.3120	 9.526E+00	-5.500E+00	 0.000E+00	 2.001E+02	-6.509E+00	-1.325E+00	-1.183E+01	-8.185E-01	 1.988E+00	 5.323E-01	 6.378E+00	-7.847E+00	-1.972E+02	-1.219E+01	 2.989E-03	 2.626E+00	 5.581E-01	 2.777E+00	-3.023E-01	 1.504E+00	-6.669E-02	 9.191E-01	 1.673E+00	-3.591E-01	 1.193E+00	 9.277E+00
   21.3600	 9.526E+00	-5.500E+00	 0.000E+00	 2.208E+02	-5.289E+00	 1.960E+00	-4.924E+00	-1.227E+00	 1.398E+00	-8.890E-01	 8.303E+01	 5.979E+00	 1.503E+02	-1.238E+01	-2.065E-01	 3.101E+00	 7.652E-01	 2.820E+00	-4.075E-01	 1.733E+00	-8.914E-02	 1.036E+00	 2.029E+00	-3.491E-01	 1.149E+00	 8.921E+00
   21.4080	 9.526E+00	-5.500E+00	 0.000E+00	 2.417E+02	 3.074E+01	-4.640E+00	 1.083E+01	-2.050E+00	-4.046E-01	 1.301E+00	-8.758E+01	 6.446E+00	 1.620E+02	-1.258E+01	-4.685E-01	 1.846E+00	 1.261E+00	 1.930E+00	-4.208E-01	 9.108E-01	-1.683E-01	 5.132E-01	 2.206E+00	-3.477E-01	 1.238E+00	 9.497E+00
   21.4560	 9.526E+00	-5.500E+00	 0.000E+00	 2.625E+02	-1.689E+01	 2.946E+00	-6.020E+00	 2.026E+00	 1.030E+00	-1.028E+00	 7.651E+01	 1.490E+00	 3.745E+01	-1.276E+01	-6.242E-01	 2.782E+00	 1.348E+00	 3.131E+00	-5.481E-01	 1.580E+00	-1.618E-01	 1.009E+00	 2.424E+00	-3.762E-01	 1.268E+00	 9.741E+00
   21.5040	 9.526E+00	-5.500E+00	 0.000E+00	 2.833E+02	 4.851E+00	-9.867E-01	-3.056E+00	-8.917E-01	-1.326E+00	-5.330E-03	-3.668E+01	 6.156E+00	 1.547E+02	-1.294E+01	-6.288E-01	 2.893E+00	 1.422E+00	 2.580E+00	-5.713E-01	 1.526E+00	-1.783E-01	 9.067E-01	 2.365E+00	-3.541E-01	 1.341E+00	 9.795E+00
   21.5520	 9.526E+00	-5.500E+00	 0.000E+00	 3.042E+02	 8.303E+00	-6.751E-01	 2.244E+01	 1.783E+00	-4.862E-01	 7.497E-02	-1.339E+01	-3.288E+00	-8.264E+01	-1.313E+01	-5.495E-01	 1.643E+00	 1.472E+00	 2.260E+00	-4.124E-01	 8.613E-01	-1.398E-01	 5.531E-01	 2.193E+00	-4.093E-01	 1.401E+00	 9.460E+00
   21.6000	 9.526E+00	-5.500E+00	 0.000E+00	 3.250E+02	-1.064E+01	 9.914E-01	-9.254E+00	 1.772E-01	-1.077E+00	-9.102E-01	 2.501E+01	-1.854E+00	-4.659E+01	-1.330E+01	-2.942E-01	 3.074E+00	 1.003E+00	 3.025E+00	-4.483E-01	 1.677E+00	-1.012E-01	 1.006E+00	 1.956E+00	-4.347E-01	 1.403E+00	 9.494E+00
   21.6480	 9.526E+00	-5.500E+00	 0.000E+00	 3.458E+02	-3.091E+00	-8.155E-02	 1.275E+01	 7.529E-01	-1.099E+00	 2.123E-01	-3.330E+01	-1.659E+00	-4.168E+01	-1.346E+01	 4.604E-02	 2.428E+00	 7.445E-01	 2.393E+00	-2.423E-01	 1.334E+00	-2.632E-02	 7.936E-01	 1.586E+00	-4.433E-01	 1.443E+00	 9.236E+00
   21.6960	 9.526E+00	-5.500E+00	 0.000E+00	 6.589E+00	 1.040E+01	 2.248E+00	 1.290E+01	 5.490E-01	-5.013E-01	-4.067E-01	 2.398E+01	-8.838E+00	-2.221E+02	-1.363E+01	 4.822E-01	 1.814E+00	 3.404E-01	 1.610E+00	 5.030E-02	 1.012E+00	 1.133E-01	 5.748E-01	 1.169E+00	-4.177E-01	 1.389E+00	 8.979E+00
   21.7440	 9.526E+00	-5.500E+00	 0.000E+00	 2.736E+01	-1.311E+01	-9.082E-01	-4.798E+00	-2.033E-01	-2.836E-01	-1.253E+00	 5.611E+01	 8.944E-02	 2.248E+00	-1.380E+01	 6.137E-01	 3.101E+00	-9.061E-02	 3.260E+00	-5.722E-02	 1.773E+00	 1.007E-01	 1.033E+00	 1.222E+00	-4.461E-01	 1.325E+00	 8.520E+00
   21.7920	 9.526E+00	-5.500E+00	 0.000E+00	 4.818E+01	 2.361E+00	-4.124E+00	 1.123E+01	-2.572E+00	-4.801E-01	 7.699E-01	-6.473E+01	 6.137E+00	 1.542E+02	-1.397E+01	 9.525E-01	 2.243E+00	-2.684E-01	 2.583E+00	 1.670E-01	 1.308E+00	 1.738E-01	 7.503E-01	 1.123E+00	-3.586E-01	 1.359E+00	 8.264E+00
   21.8400	 9.526E+00	-5.500E+00	 0.000E+00	 6.902E+01	 1.244E+01	 3.358E+00	 9.633E+00	 1.858E+00	 2.410E-01	-1.105E+00	 7.163E+01	 2.480E+00	 6.233E+01	-1.415E+01	 1.372E+00	 2.259E+00	-5.003E-01	 1.732E+00	 4.330E-01	 1.343E+00	 3.397E-01	 7.257E-01	 1.091E+00	-2.894E-01	 1.392E+00	 8.861E+00
   21.8880	 9.526E+00	-5.500E+00	 0.000E+00	 8.985E+01	-1.498E+01	-1.841E+00	-2.296E+00	-1.601E+00	 1.127E-01	 6.980E-01	-4.780E+01	 4.978E+00	 1.251E+02	-1.432E+01	 1.340E+00	 3.125E+00	-6.427E-01	 3.265E+00	 2.644E-01	 1.894E+00	 2.618E-01	 1.099E+00	 1.534E+00	-2.844E-01	 1.372E+00	 8.980E+00
   21.9360	 9.526E+00	-5.500E+00	 0.000E+00	 1.107E+02	 1.854E+01	 3.058E-01	-1.773E+00	 1.598E+00	 1.447E-01	 4.470E-02	 3.386E+00	-8.514E-01	-2.140E+01	-1.450E+01	 1.461E+00	 2.351E+00	-5.682E-01	 2.043E+00	 4.326E-01	 1.381E+00	 3.175E-01	 7.255E-01	 1.738E+00	-2.786E-01	 1.356E+00	 9.229E+00
   21.9840	 9.526E+00	-5.500E+00	 0.000E+00	 1.315E+02	 3.646E+00	 2.718E+00	 1.425E+01	-1.369E+00	 1.045E+00	 3.400E-01	 8.931E+00	-2.030E+00	-5.102E+01	-1.467E+01	 1.359E+00	 2.447E+00	-5.093E-01	 2.108E+00	 3.678E-01	 1.482E+00	 2.884E-01	 8.264E-01	 2.033E+00	-3.177E-01	 1.299E+00	 9.376E+00
   22.0320	 9.526E+00	-5.500E+00	 0.000E+00	 1.523E+02	-1.253E-01	-2.642E+00	-1.994E+01	 2.647E-01	 3.785E-01	 4.202E-01	-1.900E+01	-1.811E+00	-4.551E+01	-1.484E+01	 8.499E-01	 3.132E+00	-1.905E-01	 3.152E+00	 3.160E-02	 1.802E+00	 1.221E-01	 1.014E+00	 2.404E+00	-4.401E-01	 1.266E+00	 9.809E+00
   22.0800	 9.526E+00	-5.500E+00	 0.000E+00	 1.731E+02	-7.197E+00	 9.195E+00	 7.219E+00	 5.885E-01	 8.322E-01	 4.289E-01	 1.802E+01	-2.581E+00	-6.487E+01	-1.500E+01	 6.926E-01	 1.990E+00	 1.493E-01	 2.065E+00	 1.333E-01	 1.208E+00	 1.618E-01	 7.129E-01	 2.305E+00	-4.603E-01	 1.268E+00	 9.798E+00
   22.1280	 9.526E+00	-5.500E+00	 0.000E+00	 1.939E+02	 2.308E+01	-2.507E+00	 3.884E+00	 1.315E-01	 5.132E-01	 1.977E-01	-2.499E+00	-4.223E+00	-1.061E+02	-1.517E+01	 1.424E-01	 2.250E+00	 5.440E-01	 2.419E+00	-1.781E-01	 1.195E+00	-2.055E-02	 6.567E-01	 2.315E+00	-5.516E-01	 1.225E+00	 9.799E+00
   22.1760	 9.526E+00	-5.500E+00	 0.000E+00	 2.147E+02	-9.104E+00	-2.273E+00	-1.798E+01	-4.096E+00	 3.857E-01	 5.594E-01	-2.969E+01	 1.086E+00	 2.729E+01	-1.533E+01	-1.738E-01	 3.370E+00	 6.803E-01	 3.124E+00	-4.621E-01	 1.873E+00	-1.253E-01	 1.117E+00	 2.202E+00	-5.781E-01	 1.233E+00	 9.147E+00
   22.2240	 9.526E+00	-5.500E+00	 0.000E+00	 2.355E+02	 8.817E+00	 2.787E+00	 1.681E+01	 1.403E+00	 1.721E+00	-5.470E-01	 7.554E+01	 5.626E+00	 1.414E+02	-1.550E+01	-3.213E-01	 1.936E+00	 1.152E+00	 2.066E+00	-3.223E-01	 1.078E+00	-8.341E-02	 6.672E-01	 1.753E+00	-5.180E-01	 1.360E+00	 9.193E+00
   22.2720	 9.526E+00	-5.500E+00	 0.000E+00	 2.564E+02	 1.814E+01	-3.635E+00	-4.795E+00	-6.112E-01	-6.320E-01	 9.471E-01	-6.827E+01	 4.192E+00	 1.053E+02	-1.568E+01	-6.228E-01	 2.451E+00	 1.396E+00	 2.643E+00	-5.375E-01	 1.260E+00	-1.953E-01	 7.335E-01	 1.482E+00	-4.650E-01	 1.452E+00	 9.038E+00
   22.3200	 9.526E+00	-5.500E+00	 0.000E+00	 2.772E+02	-2.270E+01	 2.910E+00	 5.838E-01	 7.038E-03	 9.415E-01	-1.084E-01	 3.255E+01	 7.940E-02	 1.995E+00	-1.587E+01	-6.019E-01	 2.961E+00	 1.358E+00	 3.022E+00	-5.644E-01	 1.694E+00	-1.574E-01	 1.087E+00	 1.278E+00	-4.007E-01	 1.465E+00	 8.846E+00
   22.3680	 9.526E+00	-5.500E+00	 0.000E+00	 2.980E+02	 2.297E+01	-3.193E-01	 1.201E+01	 1.419E+00	-6.110E-01	 1.990E-02	-7.351E+00	 1.294E+00	 3.251E+01	-1.606E+01	-5.339E-01	 1.865E+00	 1.463E+00	 1.996E+00	-4.079E-01	 9.325E-01	-1.277E-01	 5.444E-01	 1.039E+00	-3.308E-01	 1.489E+00	 8.821E+00
   22.4160	 9.526E+00	-5.500E+00	 0.000E+00	 3.188E+02	-6.970E+00	-1.871E+00	 6.589E+00	-2.113E-01	-3.749E-01	 2.725E-01	-2.157E+01	-3.848E+00	-9.670E+01	-1.626E+01	-4.328E-01	 2.513E+00	 1.185E+00	 2.823E+00	-4.744E-01	 1.372E+00	-1.441E-01	 8.533E-01	 1.149E+00	-3.096E-01	 1.401E+00	 8.635E+00
