
Predictions were generated on 05-Aug-2022 at 10:59:13 using OpenFAST, compiled as a 64-bit application using double precision at commit v3.2.1-122-gc1599127-dirty
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn

Description from the FAST input file: Fixed MHK turbine, based on the RM1 tidal current turbine

Time	TwN1Fbx	TwN3Fby	TwN4Fbz	TwN6Mbx	TwN5Mby	TwN2Mbz	B2N4Fbn	B1N7Fbt	B2N8Fbs	B1N2Mbn	B2N3Mbt	B1N6Mbs	B1FldFz	B2FldMx	HbFbx	HbFby	HbFbz	HbMbx	HbMby	HbMbz	NcFbx	NcFby	NcFbz	NcMbx	NcMby	NcMbz	RtFldFxh	RtFldFyh	RtFldFzg	RtFldMxh	RtFldMyg	RtFldMzh	B1N3SigCr	B2N5SigCr	B1N2SgCav	B2N6SgCav
    2.7000	-4.750E+01	-5.489E+01	-1.241E+04	-6.021E-01	 6.910E+01	 3.816E-05	-5.284E+02	-1.920E+02	-4.268E+03	-4.315E+00	 1.674E+01	-5.987E-04	-1.326E+05	-9.168E+03	-1.018E+04	-1.037E+04	-6.104E+04	 5.797E+00	 1.576E+04	-2.304E+03	-5.344E+04	-7.307E+02	-1.403E+06	-5.847E+01	-1.574E+05	-1.388E+02	 1.168E+05	-1.115E+04	 4.753E+04	 3.282E+04	-2.956E+05	 3.596E+02	 3.060E+01	 8.026E+00	 1.906E+00	 9.674E-01
    2.7300	-4.826E+01	-5.797E+01	-1.241E+04	-6.374E-01	 6.965E+01	 3.909E-05	-5.481E+02	-2.409E+02	-4.289E+03	-5.284E+00	 1.755E+01	-7.542E-04	-1.325E+05	-1.156E+04	-1.026E+04	-1.320E+04	-6.062E+04	 5.868E+00	 1.566E+04	-2.933E+03	-5.389E+04	-7.654E+02	-1.403E+06	-6.190E+01	-1.573E+05	-1.478E+02	 1.191E+05	-1.324E+04	 4.714E+04	 3.470E+04	-2.947E+05	 2.909E+02	 3.074E+01	 8.040E+00	 1.914E+00	 9.701E-01
    2.7600	-4.894E+01	-6.107E+01	-1.241E+04	-6.731E-01	 7.020E+01	 3.972E-05	-5.675E+02	-2.893E+02	-4.316E+03	-6.245E+00	 1.835E+01	-9.091E-04	-1.323E+05	-1.393E+04	-1.034E+04	-1.601E+04	-6.011E+04	 5.946E+00	 1.553E+04	-3.556E+03	-5.433E+04	-7.991E+02	-1.403E+06	-6.536E+01	-1.572E+05	-1.572E+02	 1.215E+05	-1.533E+04	 4.672E+04	 3.667E+04	-2.939E+05	 2.188E+02	 3.089E+01	 8.056E+00	 1.922E+00	 9.729E-01
    2.7900	-4.952E+01	-6.417E+01	-1.241E+04	-7.090E-01	 7.074E+01	 4.012E-05	-5.867E+02	-3.373E+02	-4.348E+03	-7.197E+00	 1.915E+01	-1.063E-03	-1.322E+05	-1.628E+04	-1.042E+04	-1.878E+04	-5.950E+04	 6.029E+00	 1.537E+04	-4.173E+03	-5.478E+04	-8.320E+02	-1.403E+06	-6.884E+01	-1.571E+05	-1.667E+02	 1.239E+05	-1.741E+04	 4.627E+04	 3.870E+04	-2.932E+05	 1.448E+02	 3.102E+01	 8.077E+00	 1.930E+00	 9.756E-01
    2.8200	-4.999E+01	-6.725E+01	-1.241E+04	-7.448E-01	 7.129E+01	 4.038E-05	-6.056E+02	-3.847E+02	-4.385E+03	-8.137E+00	 1.993E+01	-1.216E-03	-1.319E+05	-1.859E+04	-1.050E+04	-2.153E+04	-5.880E+04	 6.118E+00	 1.519E+04	-4.782E+03	-5.523E+04	-8.643E+02	-1.403E+06	-7.232E+01	-1.570E+05	-1.762E+02	 1.264E+05	-1.948E+04	 4.580E+04	 4.079E+04	-2.925E+05	 7.172E+01	 3.116E+01	 8.102E+00	 1.937E+00	 9.783E-01
    2.8500	-5.040E+01	-7.031E+01	-1.241E+04	-7.805E-01	 7.183E+01	 4.042E-05	-6.243E+02	-4.314E+02	-4.427E+03	-9.064E+00	 2.071E+01	-1.366E-03	-1.317E+05	-2.089E+04	-1.057E+04	-2.423E+04	-5.800E+04	 6.211E+00	 1.498E+04	-5.384E+03	-5.567E+04	-8.955E+02	-1.404E+06	-7.579E+01	-1.569E+05	-1.858E+02	 1.288E+05	-2.155E+04	 4.531E+04	 4.290E+04	-2.918E+05	-1.353E+00	 3.128E+01	 8.129E+00	 1.945E+00	 9.810E-01
    2.8800	-5.083E+01	-7.336E+01	-1.241E+04	-8.164E-01	 7.237E+01	 4.014E-05	-6.426E+02	-4.774E+02	-4.474E+03	-9.977E+00	 2.147E+01	-1.514E-03	-1.314E+05	-2.316E+04	-1.065E+04	-2.690E+04	-5.712E+04	 6.307E+00	 1.475E+04	-5.976E+03	-5.612E+04	-9.254E+02	-1.404E+06	-7.927E+01	-1.568E+05	-1.957E+02	 1.313E+05	-2.360E+04	 4.482E+04	 4.503E+04	-2.909E+05	-7.738E+01	 3.139E+01	 8.158E+00	 1.952E+00	 9.835E-01
    2.9100	-5.135E+01	-7.638E+01	-1.241E+04	-8.522E-01	 7.291E+01	 3.962E-05	-6.605E+02	-5.227E+02	-4.526E+03	-1.087E+01	 2.222E+01	-1.659E-03	-1.311E+05	-2.542E+04	-1.073E+04	-2.951E+04	-5.614E+04	 6.405E+00	 1.450E+04	-6.557E+03	-5.656E+04	-9.540E+02	-1.404E+06	-8.275E+01	-1.567E+05	-2.056E+02	 1.336E+05	-2.562E+04	 4.431E+04	 4.713E+04	-2.897E+05	-1.560E+02	 3.149E+01	 8.190E+00	 1.958E+00	 9.859E-01
    2.9400	-5.202E+01	-7.935E+01	-1.241E+04	-8.875E-01	 7.344E+01	 3.903E-05	-6.781E+02	-5.670E+02	-4.582E+03	-1.176E+01	 2.295E+01	-1.800E-03	-1.308E+05	-2.764E+04	-1.081E+04	-3.208E+04	-5.507E+04	 6.504E+00	 1.423E+04	-7.128E+03	-5.701E+04	-9.818E+02	-1.404E+06	-8.617E+01	-1.566E+05	-2.154E+02	 1.359E+05	-2.761E+04	 4.379E+04	 4.918E+04	-2.880E+05	-2.341E+02	 3.158E+01	 8.226E+00	 1.964E+00	 9.882E-01
    2.9700	-5.289E+01	-8.227E+01	-1.241E+04	-9.222E-01	 7.398E+01	 3.843E-05	-6.953E+02	-6.104E+02	-4.644E+03	-1.262E+01	 2.367E+01	-1.937E-03	-1.304E+05	-2.982E+04	-1.088E+04	-3.459E+04	-5.392E+04	 6.603E+00	 1.393E+04	-7.686E+03	-5.744E+04	-1.009E+03	-1.404E+06	-8.955E+01	-1.566E+05	-2.252E+02	 1.380E+05	-2.956E+04	 4.326E+04	 5.116E+04	-2.857E+05	-3.114E+02	 3.166E+01	 8.265E+00	 1.970E+00	 9.904E-01
    3.0000	-5.403E+01	-8.513E+01	-1.241E+04	-9.563E-01	 7.452E+01	 3.779E-05	-7.121E+02	-6.528E+02	-4.710E+03	-1.346E+01	 2.438E+01	-2.070E-03	-1.299E+05	-3.197E+04	-1.096E+04	-3.705E+04	-5.269E+04	 6.701E+00	 1.361E+04	-8.232E+03	-5.787E+04	-1.035E+03	-1.404E+06	-9.286E+01	-1.565E+05	-2.348E+02	 1.400E+05	-3.147E+04	 4.273E+04	 5.306E+04	-2.826E+05	-3.902E+02	 3.172E+01	 8.306E+00	 1.975E+00	 9.925E-01
    3.0300	-5.547E+01	-8.791E+01	-1.241E+04	-9.896E-01	 7.505E+01	 3.721E-05	-7.284E+02	-6.941E+02	-4.780E+03	-1.428E+01	 2.507E+01	-2.198E-03	-1.294E+05	-3.408E+04	-1.104E+04	-3.944E+04	-5.137E+04	 6.796E+00	 1.327E+04	-8.764E+03	-5.830E+04	-1.060E+03	-1.405E+06	-9.609E+01	-1.564E+05	-2.442E+02	 1.419E+05	-3.332E+04	 4.218E+04	 5.486E+04	-2.786E+05	-4.708E+02	 3.178E+01	 8.351E+00	 1.979E+00	 9.945E-01
    3.0600	-5.719E+01	-9.061E+01	-1.241E+04	-1.022E+00	 7.559E+01	 3.686E-05	-7.443E+02	-7.343E+02	-4.854E+03	-1.508E+01	 2.574E+01	-2.322E-03	-1.289E+05	-3.612E+04	-1.112E+04	-4.177E+04	-4.997E+04	 6.889E+00	 1.291E+04	-9.281E+03	-5.872E+04	-1.085E+03	-1.405E+06	-9.920E+01	-1.563E+05	-2.532E+02	 1.436E+05	-3.511E+04	 4.162E+04	 5.654E+04	-2.736E+05	-5.509E+02	 3.183E+01	 8.401E+00	 1.983E+00	 9.965E-01
    3.0900	-5.921E+01	-9.320E+01	-1.241E+04	-1.052E+00	 7.612E+01	 3.682E-05	-7.597E+02	-7.733E+02	-4.933E+03	-1.586E+01	 2.639E+01	-2.440E-03	-1.283E+05	-3.810E+04	-1.120E+04	-4.403E+04	-4.850E+04	 6.977E+00	 1.253E+04	-9.784E+03	-5.913E+04	-1.110E+03	-1.405E+06	-1.022E+02	-1.562E+05	-2.617E+02	 1.451E+05	-3.684E+04	 4.104E+04	 5.809E+04	-2.675E+05	-6.292E+02	 3.188E+01	 8.454E+00	 1.986E+00	 9.984E-01
    3.1200	-6.154E+01	-9.567E+01	-1.241E+04	-1.081E+00	 7.666E+01	 3.711E-05	-7.746E+02	-8.110E+02	-5.015E+03	-1.661E+01	 2.703E+01	-2.554E-03	-1.276E+05	-4.002E+04	-1.128E+04	-4.622E+04	-4.695E+04	 7.060E+00	 1.213E+04	-1.027E+04	-5.954E+04	-1.134E+03	-1.405E+06	-1.050E+02	-1.561E+05	-2.696E+02	 1.465E+05	-3.849E+04	 4.044E+04	 5.952E+04	-2.603E+05	-7.074E+02	 3.192E+01	 8.511E+00	 1.989E+00	 1.000E+00
    3.1500	-6.416E+01	-9.801E+01	-1.241E+04	-1.109E+00	 7.719E+01	 3.776E-05	-7.891E+02	-8.474E+02	-5.102E+03	-1.733E+01	 2.764E+01	-2.664E-03	-1.269E+05	-4.185E+04	-1.136E+04	-4.833E+04	-4.533E+04	 7.138E+00	 1.171E+04	-1.074E+04	-5.995E+04	-1.158E+03	-1.406E+06	-1.077E+02	-1.560E+05	-2.770E+02	 1.477E+05	-4.007E+04	 3.982E+04	 6.083E+04	-2.520E+05	-7.864E+02	 3.196E+01	 8.572E+00	 1.991E+00	 1.003E+00
    3.1800	-6.707E+01	-1.002E+02	-1.241E+04	-1.134E+00	 7.773E+01	 3.890E-05	-8.030E+02	-8.825E+02	-5.192E+03	-1.803E+01	 2.824E+01	-2.769E-03	-1.262E+05	-4.359E+04	-1.144E+04	-5.036E+04	-4.365E+04	 7.210E+00	 1.128E+04	-1.119E+04	-6.035E+04	-1.182E+03	-1.406E+06	-1.101E+02	-1.559E+05	-2.837E+02	 1.487E+05	-4.156E+04	 3.918E+04	 6.201E+04	-2.427E+05	-8.643E+02	 3.200E+01	 8.639E+00	 1.993E+00	 1.005E+00
    3.2100	-7.023E+01	-1.022E+02	-1.241E+04	-1.157E+00	 7.826E+01	 4.060E-05	-8.164E+02	-9.161E+02	-5.285E+03	-1.870E+01	 2.881E+01	-2.871E-03	-1.254E+05	-4.523E+04	-1.152E+04	-5.231E+04	-4.190E+04	 7.276E+00	 1.083E+04	-1.162E+04	-6.075E+04	-1.206E+03	-1.406E+06	-1.124E+02	-1.558E+05	-2.895E+02	 1.496E+05	-4.297E+04	 3.851E+04	 6.307E+04	-2.323E+05	-9.398E+02	 3.205E+01	 8.710E+00	 1.995E+00	 1.007E+00
    3.2400	-7.363E+01	-1.041E+02	-1.241E+04	-1.178E+00	 7.880E+01	 4.289E-05	-8.292E+02	-9.482E+02	-5.382E+03	-1.934E+01	 2.936E+01	-2.968E-03	-1.245E+05	-4.677E+04	-1.161E+04	-5.417E+04	-4.009E+04	 7.335E+00	 1.036E+04	-1.204E+04	-6.114E+04	-1.229E+03	-1.406E+06	-1.144E+02	-1.557E+05	-2.944E+02	 1.504E+05	-4.430E+04	 3.782E+04	 6.403E+04	-2.209E+05	-1.014E+03	 3.210E+01	 8.787E+00	 1.997E+00	 1.009E+00
    3.2700	-7.725E+01	-1.057E+02	-1.241E+04	-1.196E+00	 7.934E+01	 4.578E-05	-8.415E+02	-9.788E+02	-5.482E+03	-1.995E+01	 2.989E+01	-3.062E-03	-1.237E+05	-4.819E+04	-1.169E+04	-5.595E+04	-3.822E+04	 7.387E+00	 9.875E+03	-1.243E+04	-6.154E+04	-1.253E+03	-1.406E+06	-1.161E+02	-1.556E+05	-2.984E+02	 1.511E+05	-4.553E+04	 3.711E+04	 6.489E+04	-2.088E+05	-1.087E+03	 3.216E+01	 8.869E+00	 1.998E+00	 1.012E+00
    3.3000	-8.105E+01	-1.072E+02	-1.241E+04	-1.211E+00	 7.988E+01	 4.935E-05	-8.533E+02	-1.008E+03	-5.585E+03	-2.053E+01	 3.040E+01	-3.152E-03	-1.227E+05	-4.949E+04	-1.177E+04	-5.763E+04	-3.629E+04	 7.432E+00	 9.379E+03	-1.281E+04	-6.193E+04	-1.276E+03	-1.407E+06	-1.175E+02	-1.556E+05	-3.014E+02	 1.516E+05	-4.667E+04	 3.637E+04	 6.565E+04	-1.958E+05	-1.160E+03	 3.222E+01	 8.956E+00	 1.999E+00	 1.014E+00
    3.3300	-8.499E+01	-1.084E+02	-1.241E+04	-1.222E+00	 8.042E+01	 5.365E-05	-8.644E+02	-1.035E+03	-5.691E+03	-2.108E+01	 3.088E+01	-3.238E-03	-1.217E+05	-5.066E+04	-1.186E+04	-5.923E+04	-3.432E+04	 7.470E+00	 8.869E+03	-1.316E+04	-6.232E+04	-1.299E+03	-1.407E+06	-1.187E+02	-1.555E+05	-3.032E+02	 1.520E+05	-4.772E+04	 3.561E+04	 6.632E+04	-1.823E+05	-1.229E+03	 3.230E+01	 9.049E+00	 2.001E+00	 1.017E+00
    3.3600	-8.901E+01	-1.094E+02	-1.241E+04	-1.231E+00	 8.097E+01	 5.869E-05	-8.750E+02	-1.061E+03	-5.799E+03	-2.160E+01	 3.134E+01	-3.322E-03	-1.207E+05	-5.169E+04	-1.194E+04	-6.072E+04	-3.230E+04	 7.502E+00	 8.348E+03	-1.349E+04	-6.271E+04	-1.322E+03	-1.407E+06	-1.195E+02	-1.554E+05	-3.038E+02	 1.524E+05	-4.867E+04	 3.482E+04	 6.693E+04	-1.682E+05	-1.296E+03	 3.238E+01	 9.148E+00	 2.003E+00	 1.020E+00
    3.3900	-9.310E+01	-1.101E+02	-1.241E+04	-1.236E+00	 8.152E+01	 6.446E-05	-8.850E+02	-1.085E+03	-5.909E+03	-2.208E+01	 3.178E+01	-3.401E-03	-1.196E+05	-5.259E+04	-1.203E+04	-6.212E+04	-3.024E+04	 7.527E+00	 7.815E+03	-1.380E+04	-6.310E+04	-1.344E+03	-1.407E+06	-1.200E+02	-1.553E+05	-3.033E+02	 1.527E+05	-4.953E+04	 3.402E+04	 6.747E+04	-1.538E+05	-1.362E+03	 3.247E+01	 9.251E+00	 2.007E+00	 1.023E+00
    3.4200	-9.719E+01	-1.106E+02	-1.241E+04	-1.237E+00	 8.206E+01	 7.099E-05	-8.944E+02	-1.107E+03	-6.022E+03	-2.253E+01	 3.219E+01	-3.477E-03	-1.185E+05	-5.333E+04	-1.211E+04	-6.342E+04	-2.814E+04	 7.547E+00	 7.273E+03	-1.409E+04	-6.350E+04	-1.366E+03	-1.408E+06	-1.201E+02	-1.552E+05	-3.014E+02	 1.529E+05	-5.029E+04	 3.320E+04	 6.796E+04	-1.392E+05	-1.427E+03	 3.257E+01	 9.360E+00	 2.011E+00	 1.027E+00
    3.4500	-1.012E+02	-1.107E+02	-1.241E+04	-1.235E+00	 8.261E+01	 7.829E-05	-9.031E+02	-1.128E+03	-6.136E+03	-2.295E+01	 3.257E+01	-3.548E-03	-1.174E+05	-5.393E+04	-1.220E+04	-6.463E+04	-2.600E+04	 7.560E+00	 6.721E+03	-1.436E+04	-6.390E+04	-1.388E+03	-1.408E+06	-1.199E+02	-1.551E+05	-2.982E+02	 1.531E+05	-5.096E+04	 3.236E+04	 6.841E+04	-1.246E+05	-1.488E+03	 3.267E+01	 9.475E+00	 2.017E+00	 1.031E+00
    3.4800	-1.052E+02	-1.106E+02	-1.241E+04	-1.229E+00	 8.317E+01	 8.633E-05	-9.113E+02	-1.147E+03	-6.252E+03	-2.333E+01	 3.293E+01	-3.615E-03	-1.162E+05	-5.437E+04	-1.228E+04	-6.573E+04	-2.383E+04	 7.568E+00	 6.161E+03	-1.460E+04	-6.430E+04	-1.409E+03	-1.408E+06	-1.193E+02	-1.550E+05	-2.936E+02	 1.533E+05	-5.153E+04	 3.151E+04	 6.883E+04	-1.101E+05	-1.547E+03	 3.279E+01	 9.594E+00	 2.024E+00	 1.035E+00
    3.5100	-1.090E+02	-1.102E+02	-1.241E+04	-1.218E+00	 8.372E+01	 9.508E-05	-9.188E+02	-1.164E+03	-6.370E+03	-2.368E+01	 3.326E+01	-3.677E-03	-1.150E+05	-5.465E+04	-1.237E+04	-6.673E+04	-2.164E+04	 7.572E+00	 5.595E+03	-1.483E+04	-6.471E+04	-1.429E+03	-1.408E+06	-1.183E+02	-1.549E+05	-2.877E+02	 1.534E+05	-5.202E+04	 3.066E+04	 6.924E+04	-9.590E+04	-1.605E+03	 3.291E+01	 9.717E+00	 2.031E+00	 1.039E+00
    3.5400	-1.127E+02	-1.095E+02	-1.241E+04	-1.204E+00	 8.428E+01	 1.045E-04	-9.257E+02	-1.180E+03	-6.489E+03	-2.399E+01	 3.357E+01	-3.734E-03	-1.138E+05	-5.477E+04	-1.246E+04	-6.763E+04	-1.942E+04	 7.571E+00	 5.022E+03	-1.503E+04	-6.512E+04	-1.448E+03	-1.408E+06	-1.169E+02	-1.548E+05	-2.805E+02	 1.536E+05	-5.241E+04	 2.980E+04	 6.964E+04	-8.220E+04	-1.660E+03	 3.302E+01	 9.845E+00	 2.038E+00	 1.044E+00
    3.5700	-1.161E+02	-1.085E+02	-1.241E+04	-1.186E+00	 8.484E+01	 1.146E-04	-9.319E+02	-1.193E+03	-6.608E+03	-2.427E+01	 3.385E+01	-3.785E-03	-1.125E+05	-5.474E+04	-1.254E+04	-6.842E+04	-1.719E+04	 7.566E+00	 4.445E+03	-1.520E+04	-6.554E+04	-1.466E+03	-1.409E+06	-1.151E+02	-1.547E+05	-2.718E+02	 1.537E+05	-5.272E+04	 2.895E+04	 7.005E+04	-6.911E+04	-1.712E+03	 3.313E+01	 9.977E+00	 2.047E+00	 1.048E+00
    3.6000	-1.193E+02	-1.072E+02	-1.241E+04	-1.163E+00	 8.540E+01	 1.253E-04	-9.375E+02	-1.205E+03	-6.729E+03	-2.451E+01	 3.410E+01	-3.830E-03	-1.112E+05	-5.454E+04	-1.263E+04	-6.912E+04	-1.493E+04	 7.558E+00	 3.863E+03	-1.536E+04	-6.597E+04	-1.483E+03	-1.409E+06	-1.130E+02	-1.546E+05	-2.619E+02	 1.539E+05	-5.293E+04	 2.810E+04	 7.048E+04	-5.678E+04	-1.762E+03	 3.323E+01	 1.011E+01	 2.056E+00	 1.053E+00
    3.6300	-1.223E+02	-1.055E+02	-1.241E+04	-1.137E+00	 8.596E+01	 1.364E-04	-9.424E+02	-1.215E+03	-6.851E+03	-2.472E+01	 3.433E+01	-3.867E-03	-1.100E+05	-5.419E+04	-1.271E+04	-6.971E+04	-1.267E+04	 7.548E+00	 3.279E+03	-1.549E+04	-6.641E+04	-1.498E+03	-1.409E+06	-1.104E+02	-1.545E+05	-2.506E+02	 1.541E+05	-5.307E+04	 2.726E+04	 7.094E+04	-4.534E+04	-1.809E+03	 3.333E+01	 1.025E+01	 2.066E+00	 1.059E+00
    3.6600	-1.249E+02	-1.036E+02	-1.241E+04	-1.106E+00	 8.653E+01	 1.481E-04	-9.466E+02	-1.224E+03	-6.972E+03	-2.489E+01	 3.453E+01	-3.898E-03	-1.087E+05	-5.368E+04	-1.280E+04	-7.020E+04	-1.040E+04	 7.536E+00	 2.692E+03	-1.560E+04	-6.685E+04	-1.511E+03	-1.409E+06	-1.074E+02	-1.544E+05	-2.381E+02	 1.544E+05	-5.312E+04	 2.644E+04	 7.142E+04	-3.489E+04	-1.855E+03	 3.343E+01	 1.039E+01	 2.076E+00	 1.064E+00
    3.6900	-1.271E+02	-1.013E+02	-1.241E+04	-1.072E+00	 8.709E+01	 1.602E-04	-9.503E+02	-1.230E+03	-7.095E+03	-2.503E+01	 3.470E+01	-3.921E-03	-1.074E+05	-5.302E+04	-1.288E+04	-7.059E+04	-8.122E+03	 7.524E+00	 2.104E+03	-1.568E+04	-6.730E+04	-1.523E+03	-1.410E+06	-1.041E+02	-1.543E+05	-2.244E+02	 1.546E+05	-5.309E+04	 2.565E+04	 7.188E+04	-2.551E+04	-1.897E+03	 3.354E+01	 1.053E+01	 2.086E+00	 1.070E+00
    3.7200	-1.291E+02	-9.879E+01	-1.241E+04	-1.034E+00	 8.766E+01	 1.726E-04	-9.532E+02	-1.235E+03	-7.217E+03	-2.514E+01	 3.485E+01	-3.937E-03	-1.061E+05	-5.222E+04	-1.296E+04	-7.087E+04	-5.843E+03	 7.512E+00	 1.515E+03	-1.575E+04	-6.777E+04	-1.533E+03	-1.410E+06	-1.004E+02	-1.542E+05	-2.095E+02	 1.549E+05	-5.298E+04	 2.489E+04	 7.233E+04	-1.729E+04	-1.935E+03	 3.364E+01	 1.067E+01	 2.102E+00	 1.076E+00
    3.7500	-1.306E+02	-9.594E+01	-1.241E+04	-9.922E-01	 8.823E+01	 1.854E-04	-9.555E+02	-1.238E+03	-7.339E+03	-2.521E+01	 3.497E+01	-3.944E-03	-1.048E+05	-5.130E+04	-1.305E+04	-7.106E+04	-3.566E+03	 7.495E+00	 9.265E+02	-1.579E+04	-6.824E+04	-1.541E+03	-1.410E+06	-9.634E+01	-1.541E+05	-1.935E+02	 1.551E+05	-5.281E+04	 2.418E+04	 7.279E+04	-1.034E+04	-1.971E+03	 3.376E+01	 1.082E+01	 2.119E+00	 1.082E+00
    3.7800	-1.318E+02	-9.279E+01	-1.241E+04	-9.468E-01	 8.880E+01	 1.984E-04	-9.571E+02	-1.240E+03	-7.461E+03	-2.525E+01	 3.506E+01	-3.943E-03	-1.034E+05	-5.023E+04	-1.313E+04	-7.115E+04	-1.293E+03	 7.473E+00	 3.392E+02	-1.581E+04	-6.872E+04	-1.546E+03	-1.410E+06	-9.194E+01	-1.540E+05	-1.764E+02	 1.553E+05	-5.257E+04	 2.350E+04	 7.330E+04	-4.670E+03	-2.005E+03	 3.387E+01	 1.096E+01	 2.137E+00	 1.088E+00
    3.8100	-1.326E+02	-8.937E+01	-1.241E+04	-8.981E-01	 8.937E+01	 2.115E-04	-9.581E+02	-1.240E+03	-7.583E+03	-2.525E+01	 3.513E+01	-3.933E-03	-1.021E+05	-4.905E+04	-1.321E+04	-7.114E+04	 9.730E+02	 7.450E+00	-2.462E+02	-1.581E+04	-6.921E+04	-1.549E+03	-1.411E+06	-8.721E+01	-1.539E+05	-1.585E+02	 1.555E+05	-5.226E+04	 2.289E+04	 7.379E+04	-3.212E+02	-2.035E+03	 3.399E+01	 1.110E+01	 2.154E+00	 1.095E+00
    3.8400	-1.331E+02	-8.568E+01	-1.241E+04	-8.462E-01	 8.995E+01	 2.248E-04	-9.584E+02	-1.238E+03	-7.704E+03	-2.522E+01	 3.517E+01	-3.915E-03	-1.008E+05	-4.774E+04	-1.329E+04	-7.104E+04	 3.229E+03	 7.428E+00	-8.290E+02	-1.578E+04	-6.971E+04	-1.549E+03	-1.411E+06	-8.217E+01	-1.538E+05	-1.396E+02	 1.557E+05	-5.187E+04	 2.231E+04	 7.430E+04	 2.679E+03	-2.064E+03	 3.411E+01	 1.124E+01	 2.171E+00	 1.102E+00
    3.8700	-1.332E+02	-8.172E+01	-1.241E+04	-7.911E-01	 9.052E+01	 2.382E-04	-9.581E+02	-1.234E+03	-7.824E+03	-2.516E+01	 3.518E+01	-3.888E-03	-9.954E+04	-4.628E+04	-1.337E+04	-7.084E+04	 5.472E+03	 7.407E+00	-1.409E+03	-1.574E+04	-7.021E+04	-1.547E+03	-1.411E+06	-7.682E+01	-1.537E+05	-1.198E+02	 1.560E+05	-5.141E+04	 2.177E+04	 7.485E+04	 4.292E+03	-2.090E+03	 3.422E+01	 1.138E+01	 2.187E+00	 1.109E+00
    3.9000	-1.329E+02	-7.751E+01	-1.241E+04	-7.329E-01	 9.109E+01	 2.518E-04	-9.571E+02	-1.229E+03	-7.944E+03	-2.506E+01	 3.517E+01	-3.854E-03	-9.827E+04	-4.465E+04	-1.345E+04	-7.054E+04	 7.699E+03	 7.387E+00	-1.984E+03	-1.567E+04	-7.072E+04	-1.543E+03	-1.411E+06	-7.117E+01	-1.536E+05	-9.918E+01	 1.563E+05	-5.086E+04	 2.124E+04	 7.548E+04	 4.504E+03	-2.115E+03	 3.431E+01	 1.150E+01	 2.202E+00	 1.117E+00
    3.9300	-1.322E+02	-7.306E+01	-1.241E+04	-6.718E-01	 9.166E+01	 2.656E-04	-9.555E+02	-1.223E+03	-8.063E+03	-2.494E+01	 3.513E+01	-3.813E-03	-9.701E+04	-4.286E+04	-1.353E+04	-7.015E+04	 9.909E+03	 7.370E+00	-2.555E+03	-1.559E+04	-7.124E+04	-1.536E+03	-1.412E+06	-6.524E+01	-1.535E+05	-7.772E+01	 1.567E+05	-5.024E+04	 2.074E+04	 7.622E+04	 3.308E+03	-2.137E+03	 3.439E+01	 1.162E+01	 2.216E+00	 1.125E+00
    3.9600	-1.310E+02	-6.839E+01	-1.241E+04	-6.081E-01	 9.222E+01	 2.795E-04	-9.532E+02	-1.214E+03	-8.180E+03	-2.478E+01	 3.507E+01	-3.765E-03	-9.576E+04	-4.093E+04	-1.361E+04	-6.967E+04	 1.210E+04	 7.359E+00	-3.121E+03	-1.548E+04	-7.177E+04	-1.527E+03	-1.412E+06	-5.905E+01	-1.534E+05	-5.555E+01	 1.573E+05	-4.955E+04	 2.026E+04	 7.705E+04	 7.530E+02	-2.156E+03	 3.444E+01	 1.174E+01	 2.229E+00	 1.132E+00
    3.9900	-1.295E+02	-6.351E+01	-1.241E+04	-5.421E-01	 9.279E+01	 2.933E-04	-9.503E+02	-1.204E+03	-8.297E+03	-2.459E+01	 3.498E+01	-3.711E-03	-9.454E+04	-3.886E+04	-1.368E+04	-6.910E+04	 1.427E+04	 7.351E+00	-3.681E+03	-1.535E+04	-7.230E+04	-1.516E+03	-1.412E+06	-5.264E+01	-1.533E+05	-3.286E+01	 1.579E+05	-4.879E+04	 1.981E+04	 7.798E+04	-3.132E+03	-2.173E+03	 3.447E+01	 1.185E+01	 2.240E+00	 1.139E+00
    4.0200	-1.276E+02	-5.844E+01	-1.241E+04	-4.742E-01	 9.335E+01	 3.068E-04	-9.468E+02	-1.193E+03	-8.412E+03	-2.437E+01	 3.487E+01	-3.652E-03	-9.334E+04	-3.664E+04	-1.376E+04	-6.844E+04	 1.641E+04	 7.347E+00	-4.235E+03	-1.521E+04	-7.284E+04	-1.502E+03	-1.412E+06	-4.605E+01	-1.532E+05	-9.777E+00	 1.587E+05	-4.796E+04	 1.938E+04	 7.902E+04	-8.314E+03	-2.188E+03	 3.447E+01	 1.196E+01	 2.251E+00	 1.147E+00
    4.0500	-1.253E+02	-5.321E+01	-1.241E+04	-4.047E-01	 9.391E+01	 3.202E-04	-9.426E+02	-1.180E+03	-8.526E+03	-2.413E+01	 3.473E+01	-3.587E-03	-9.215E+04	-3.428E+04	-1.383E+04	-6.769E+04	 1.853E+04	 7.347E+00	-4.782E+03	-1.504E+04	-7.339E+04	-1.485E+03	-1.413E+06	-3.930E+01	-1.531E+05	 1.359E+01	 1.596E+05	-4.706E+04	 1.898E+04	 8.018E+04	-1.475E+04	-2.200E+03	 3.445E+01	 1.206E+01	 2.263E+00	 1.154E+00
