
Predictions were generated on 02-Dec-2019 at 13:37:09 using OpenFAST, compiled as a 64-bit application using double precision at commit -128-NOTFOUND
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #10: UAE Phase VI (upwind) with no DOFs in a ramped wind.

Time      	Wind1VelX 	Wind1VelY 	Wind1VelZ 	RootFxc1  	RootFyc1  	RootFzc1  	RootFxc2  	RootFyc2  	RootFzc2  	RootMOoP1 	RootMIP1  	RootMzc1  	RotTorq   	RotThrust 	RotPwr    	LSSGagMya 	LSSGagMza 	YawBrMxp  	YawBrMyp  	RtAeroCp  	RtAeroCq  	RtAeroCt  	GenPwr    
   19.0000	 1.900E+01	 0.000E+00	 0.000E+00	 1.445E+00	 2.884E-01	 7.388E+00	 1.445E+00	-9.069E-01	 7.527E+00	 3.622E+00	-5.822E-01	-1.481E-01	 1.149E+00	 2.889E+00	 8.654E+00	-1.960E-01	-1.694E+00	 1.149E+00	-5.964E+00	 2.549E-02	 1.279E-02	 1.617E-01	 3.407E+00
   19.1000	 1.910E+01	 0.000E+00	 0.000E+00	 1.452E+00	 7.828E-02	 6.998E+00	 1.452E+00	-6.993E-01	 7.917E+00	 3.637E+00	-2.243E-01	-1.496E-01	 1.151E+00	 2.905E+00	 8.667E+00	-1.301E+00	-1.102E+00	 1.151E+00	-5.953E+00	 2.513E-02	 1.268E-02	 1.608E-01	 3.407E+00
   19.2000	 1.920E+01	 0.000E+00	 0.000E+00	 1.460E+00	-3.420E-01	 6.857E+00	 1.460E+00	-2.816E-01	 8.058E+00	 3.652E+00	 4.935E-01	-1.511E-01	 1.153E+00	 2.920E+00	 8.680E+00	-1.703E+00	 8.568E-02	 1.153E+00	-5.943E+00	 2.478E-02	 1.256E-02	 1.600E-01	 3.407E+00
   19.3000	 1.930E+01	 0.000E+00	 0.000E+00	 1.468E+00	-7.460E-01	 7.040E+00	 1.468E+00	 1.198E-01	 7.875E+00	 3.667E+00	 1.183E+00	-1.526E-01	 1.155E+00	 2.935E+00	 8.694E+00	-1.184E+00	 1.227E+00	 1.155E+00	-5.932E+00	 2.443E-02	 1.245E-02	 1.592E-01	 3.407E+00
   19.4000	 1.940E+01	 0.000E+00	 0.000E+00	 1.475E+00	-9.160E-01	 7.449E+00	 1.475E+00	 2.872E-01	 7.466E+00	 3.683E+00	 1.472E+00	-1.541E-01	 1.156E+00	 2.951E+00	 8.708E+00	-2.500E-02	 1.705E+00	 1.156E+00	-5.921E+00	 2.409E-02	 1.234E-02	 1.584E-01	 3.407E+00
   19.5000	 1.950E+01	 0.000E+00	 0.000E+00	 1.484E+00	-7.605E-01	 7.863E+00	 1.484E+00	 1.295E-01	 7.053E+00	 3.699E+00	 1.204E+00	-1.556E-01	 1.158E+00	 2.967E+00	 8.716E+00	 1.148E+00	 1.261E+00	 1.158E+00	-5.910E+00	 2.375E-02	 1.223E-02	 1.576E-01	 3.407E+00
   19.6000	 1.960E+01	 0.000E+00	 0.000E+00	 1.492E+00	-3.644E-01	 8.057E+00	 1.492E+00	-2.687E-01	 6.858E+00	 3.714E+00	 5.244E-01	-1.571E-01	 1.159E+00	 2.983E+00	 8.723E+00	 1.700E+00	 1.356E-01	 1.159E+00	-5.899E+00	 2.340E-02	 1.212E-02	 1.569E-01	 3.407E+00
   19.7000	 1.970E+01	 0.000E+00	 0.000E+00	 1.500E+00	 5.762E-02	 7.928E+00	 1.500E+00	-6.927E-01	 6.987E+00	 3.729E+00	-1.999E-01	-1.586E-01	 1.159E+00	 2.999E+00	 8.730E+00	 1.333E+00	-1.063E+00	 1.159E+00	-5.888E+00	 2.307E-02	 1.200E-02	 1.561E-01	 3.407E+00
   19.8000	 1.980E+01	 0.000E+00	 0.000E+00	 1.508E+00	 2.768E-01	 7.544E+00	 1.508E+00	-9.139E-01	 7.371E+00	 3.745E+00	-5.760E-01	-1.601E-01	 1.162E+00	 3.016E+00	 8.750E+00	 2.456E-01	-1.687E+00	 1.162E+00	-5.876E+00	 2.277E-02	 1.191E-02	 1.554E-01	 3.407E+00
   19.9000	 1.990E+01	 0.000E+00	 0.000E+00	 1.517E+00	 1.742E-01	 7.114E+00	 1.517E+00	-8.131E-01	 7.801E+00	 3.762E+00	-4.010E-01	-1.616E-01	 1.165E+00	 3.033E+00	 8.768E+00	-9.746E-01	-1.399E+00	 1.165E+00	-5.864E+00	 2.248E-02	 1.181E-02	 1.547E-01	 3.407E+00
   20.0000	 2.000E+01	 0.000E+00	 0.000E+00	 1.525E+00	-1.953E-01	 6.869E+00	 1.525E+00	-4.454E-01	 8.046E+00	 3.779E+00	 2.309E-01	-1.631E-01	 1.167E+00	 3.051E+00	 8.787E+00	-1.668E+00	-3.545E-01	 1.167E+00	-5.852E+00	 2.219E-02	 1.172E-02	 1.541E-01	 3.407E+00
   20.1000	 2.010E+01	 0.000E+00	 0.000E+00	 1.534E+00	-6.324E-01	 6.943E+00	 1.534E+00	-1.015E-02	 7.973E+00	 3.796E+00	 9.787E-01	-1.646E-01	 1.170E+00	 3.068E+00	 8.806E+00	-1.459E+00	 8.818E-01	 1.170E+00	-5.840E+00	 2.191E-02	 1.163E-02	 1.534E-01	 3.407E+00
   20.2000	 2.020E+01	 0.000E+00	 0.000E+00	 1.543E+00	-9.013E-01	 7.295E+00	 1.543E+00	 2.569E-01	 7.621E+00	 3.813E+00	 1.438E+00	-1.661E-01	 1.172E+00	 3.086E+00	 8.825E+00	-4.620E-01	 1.641E+00	 1.172E+00	-5.828E+00	 2.163E-02	 1.154E-02	 1.528E-01	 3.407E+00
   20.3000	 2.030E+01	 0.000E+00	 0.000E+00	 1.552E+00	-8.572E-01	 7.735E+00	 1.552E+00	 2.109E-01	 7.181E+00	 3.830E+00	 1.362E+00	-1.676E-01	 1.175E+00	 3.104E+00	 8.845E+00	 7.853E-01	 1.514E+00	 1.175E+00	-5.815E+00	 2.136E-02	 1.145E-02	 1.522E-01	 3.407E+00
   20.4000	 2.040E+01	 0.000E+00	 0.000E+00	 1.561E+00	-5.243E-01	 8.025E+00	 1.561E+00	-1.239E-01	 6.890E+00	 3.847E+00	 7.916E-01	-1.691E-01	 1.177E+00	 3.122E+00	 8.866E+00	 1.608E+00	 5.675E-01	 1.177E+00	-5.803E+00	 2.110E-02	 1.137E-02	 1.516E-01	 3.407E+00
   20.5000	 2.050E+01	 0.000E+00	 0.000E+00	 1.570E+00	-8.324E-02	 8.009E+00	 1.570E+00	-5.669E-01	 6.907E+00	 3.865E+00	 3.564E-02	-1.706E-01	 1.180E+00	 3.140E+00	 8.887E+00	 1.561E+00	-6.854E-01	 1.180E+00	-5.790E+00	 2.084E-02	 1.128E-02	 1.510E-01	 3.407E+00
   20.6000	 2.060E+01	 0.000E+00	 0.000E+00	 1.579E+00	 2.269E-01	 7.694E+00	 1.579E+00	-8.794E-01	 7.221E+00	 3.883E+00	-4.955E-01	-1.721E-01	 1.185E+00	 3.159E+00	 8.923E+00	 6.706E-01	-1.568E+00	 1.185E+00	-5.777E+00	 2.062E-02	 1.122E-02	 1.504E-01	 3.407E+00
   20.7000	 2.070E+01	 0.000E+00	 0.000E+00	 1.589E+00	 2.378E-01	 7.252E+00	 1.589E+00	-8.930E-01	 7.663E+00	 3.902E+00	-5.141E-01	-1.736E-01	 1.191E+00	 3.178E+00	 8.969E+00	-5.826E-01	-1.603E+00	 1.191E+00	-5.764E+00	 2.043E-02	 1.117E-02	 1.498E-01	 3.407E+00
   20.8000	 2.080E+01	 0.000E+00	 0.000E+00	 1.599E+00	-5.690E-02	 6.921E+00	 1.599E+00	-6.009E-01	 7.994E+00	 3.922E+00	-9.238E-03	-1.751E-01	 1.197E+00	 3.198E+00	 9.014E+00	-1.521E+00	-7.710E-01	 1.197E+00	-5.750E+00	 2.024E-02	 1.112E-02	 1.493E-01	 3.407E+00
   20.9000	 2.090E+01	 0.000E+00	 0.000E+00	 1.609E+00	-4.987E-01	 6.880E+00	 1.609E+00	-1.618E-01	 8.035E+00	 3.941E+00	 7.474E-01	-1.766E-01	 1.203E+00	 3.217E+00	 9.060E+00	-1.637E+00	 4.774E-01	 1.203E+00	-5.737E+00	 2.005E-02	 1.107E-02	 1.488E-01	 3.407E+00
   21.0000	 2.100E+01	 0.000E+00	 0.000E+00	 1.618E+00	-8.495E-01	 7.151E+00	 1.618E+00	 1.862E-01	 7.764E+00	 3.961E+00	 1.348E+00	-1.781E-01	 1.210E+00	 3.237E+00	 9.107E+00	-8.680E-01	 1.468E+00	 1.210E+00	-5.723E+00	 1.987E-02	 1.102E-02	 1.483E-01	 3.407E+00
   21.1000	 2.110E+01	 0.000E+00	 0.000E+00	 1.628E+00	-9.203E-01	 7.588E+00	 1.628E+00	 2.543E-01	 7.327E+00	 3.981E+00	 1.470E+00	-1.796E-01	 1.216E+00	 3.257E+00	 9.154E+00	 3.702E-01	 1.665E+00	 1.216E+00	-5.709E+00	 1.969E-02	 1.097E-02	 1.478E-01	 3.407E+00
   21.2000	 2.120E+01	 0.000E+00	 0.000E+00	 1.638E+00	-6.736E-01	 7.954E+00	 1.638E+00	 4.827E-03	 6.961E+00	 4.000E+00	 1.047E+00	-1.811E-01	 1.222E+00	 3.277E+00	 9.202E+00	 1.408E+00	 9.614E-01	 1.222E+00	-5.696E+00	 1.951E-02	 1.092E-02	 1.473E-01	 3.407E+00
   21.3000	 2.130E+01	 0.000E+00	 0.000E+00	 1.648E+00	-2.435E-01	 8.052E+00	 1.648E+00	-4.280E-01	 6.863E+00	 4.020E+00	 3.112E-01	-1.826E-01	 1.228E+00	 3.297E+00	 9.250E+00	 1.685E+00	-2.615E-01	 1.228E+00	-5.682E+00	 1.934E-02	 1.088E-02	 1.468E-01	 3.407E+00
   21.4000	 2.140E+01	 0.000E+00	 0.000E+00	 1.659E+00	 1.366E-01	 7.828E+00	 1.659E+00	-8.111E-01	 7.087E+00	 4.041E+00	-3.395E-01	-1.841E-01	 1.235E+00	 3.317E+00	 9.299E+00	 1.051E+00	-1.343E+00	 1.235E+00	-5.668E+00	 1.917E-02	 1.083E-02	 1.463E-01	 3.407E+00
   21.5000	 2.150E+01	 0.000E+00	 0.000E+00	 1.669E+00	 2.606E-01	 7.404E+00	 1.669E+00	-9.379E-01	 7.511E+00	 4.061E+00	-5.516E-01	-1.856E-01	 1.242E+00	 3.338E+00	 9.348E+00	-1.516E-01	-1.698E+00	 1.242E+00	-5.653E+00	 1.900E-02	 1.079E-02	 1.459E-01	 3.407E+00
   21.6000	 2.160E+01	 0.000E+00	 0.000E+00	 1.680E+00	 6.067E-02	 7.009E+00	 1.680E+00	-7.407E-01	 7.906E+00	 4.082E+00	-2.089E-01	-1.872E-01	 1.248E+00	 3.359E+00	 9.397E+00	-1.272E+00	-1.136E+00	 1.248E+00	-5.639E+00	 1.884E-02	 1.075E-02	 1.455E-01	 3.407E+00
   21.7000	 2.170E+01	 0.000E+00	 0.000E+00	 1.690E+00	-3.559E-01	 6.856E+00	 1.690E+00	-3.269E-01	 8.059E+00	 4.104E+00	 5.046E-01	-1.886E-01	 1.255E+00	 3.381E+00	 9.446E+00	-1.705E+00	 4.107E-02	 1.255E+00	-5.624E+00	 1.868E-02	 1.070E-02	 1.450E-01	 3.407E+00
   21.8000	 2.180E+01	 0.000E+00	 0.000E+00	 1.701E+00	-7.647E-01	 7.029E+00	 1.701E+00	 7.901E-02	 7.887E+00	 4.125E+00	 1.205E+00	-1.901E-01	 1.261E+00	 3.403E+00	 9.495E+00	-1.216E+00	 1.196E+00	 1.261E+00	-5.608E+00	 1.852E-02	 1.066E-02	 1.446E-01	 3.407E+00
   21.9000	 2.190E+01	 0.000E+00	 0.000E+00	 1.713E+00	-9.454E-01	 7.433E+00	 1.713E+00	 2.569E-01	 7.482E+00	 4.148E+00	 1.514E+00	-1.916E-01	 1.267E+00	 3.425E+00	 9.542E+00	-6.962E-02	 1.704E+00	 1.267E+00	-5.593E+00	 1.835E-02	 1.061E-02	 1.443E-01	 3.407E+00
   22.0000	 2.200E+01	 0.000E+00	 0.000E+00	 1.724E+00	-8.013E-01	 7.851E+00	 1.724E+00	 1.096E-01	 7.064E+00	 4.171E+00	 1.268E+00	-1.931E-01	 1.276E+00	 3.448E+00	 9.604E+00	 1.114E+00	 1.291E+00	 1.276E+00	-5.577E+00	 1.822E-02	 1.059E-02	 1.439E-01	 3.407E+00
   22.1000	 2.210E+01	 0.000E+00	 0.000E+00	 1.735E+00	-4.110E-01	 8.056E+00	 1.735E+00	-2.840E-01	 6.859E+00	 4.194E+00	 6.007E-01	-1.945E-01	 1.284E+00	 3.470E+00	 9.669E+00	 1.696E+00	 1.800E-01	 1.284E+00	-5.562E+00	 1.810E-02	 1.056E-02	 1.435E-01	 3.407E+00
   22.2000	 2.220E+01	 0.000E+00	 0.000E+00	 1.747E+00	 1.360E-02	 7.938E+00	 1.747E+00	-7.119E-01	 6.978E+00	 4.217E+00	-1.255E-01	-1.960E-01	 1.293E+00	 3.493E+00	 9.734E+00	 1.360E+00	-1.028E+00	 1.293E+00	-5.546E+00	 1.797E-02	 1.054E-02	 1.432E-01	 3.407E+00
   22.3000	 2.230E+01	 0.000E+00	 0.000E+00	 1.758E+00	 2.421E-01	 7.560E+00	 1.758E+00	-9.437E-01	 7.355E+00	 4.240E+00	-5.160E-01	-1.975E-01	 1.302E+00	 3.516E+00	 9.800E+00	 2.897E-01	-1.680E+00	 1.302E+00	-5.530E+00	 1.785E-02	 1.051E-02	 1.429E-01	 3.407E+00
   22.4000	 2.240E+01	 0.000E+00	 0.000E+00	 1.770E+00	 1.500E-01	 7.127E+00	 1.770E+00	-8.550E-01	 7.788E+00	 4.264E+00	-3.575E-01	-1.989E-01	 1.310E+00	 3.540E+00	 9.866E+00	-9.377E-01	-1.424E+00	 1.310E+00	-5.514E+00	 1.773E-02	 1.049E-02	 1.425E-01	 3.407E+00
   22.5000	 2.250E+01	 0.000E+00	 0.000E+00	 1.781E+00	-2.138E-01	 6.873E+00	 1.781E+00	-4.947E-01	 8.043E+00	 4.288E+00	 2.662E-01	-2.004E-01	 1.319E+00	 3.563E+00	 9.934E+00	-1.658E+00	-3.981E-01	 1.319E+00	-5.498E+00	 1.762E-02	 1.047E-02	 1.422E-01	 3.407E+00
   22.6000	 2.260E+01	 0.000E+00	 0.000E+00	 1.793E+00	-6.535E-01	 6.935E+00	 1.793E+00	-5.847E-02	 7.981E+00	 4.312E+00	 1.020E+00	-2.019E-01	 1.328E+00	 3.587E+00	 1.000E+01	-1.482E+00	 8.433E-01	 1.328E+00	-5.481E+00	 1.750E-02	 1.045E-02	 1.419E-01	 3.407E+00
   22.7000	 2.270E+01	 0.000E+00	 0.000E+00	 1.805E+00	-9.324E-01	 7.279E+00	 1.805E+00	 2.169E-01	 7.636E+00	 4.337E+00	 1.498E+00	-2.033E-01	 1.337E+00	 3.611E+00	 1.007E+01	-5.048E-01	 1.629E+00	 1.337E+00	-5.464E+00	 1.739E-02	 1.042E-02	 1.416E-01	 3.407E+00
   22.8000	 2.280E+01	 0.000E+00	 0.000E+00	 1.818E+00	-9.006E-01	 7.721E+00	 1.818E+00	 1.817E-01	 7.195E+00	 4.362E+00	 1.444E+00	-2.048E-01	 1.346E+00	 3.635E+00	 1.013E+01	 7.454E-01	 1.534E+00	 1.346E+00	-5.447E+00	 1.727E-02	 1.040E-02	 1.413E-01	 3.407E+00
   22.9000	 2.290E+01	 0.000E+00	 0.000E+00	 1.830E+00	-5.762E-01	 8.020E+00	 1.830E+00	-1.462E-01	 6.896E+00	 4.387E+00	 8.894E-01	-2.062E-01	 1.354E+00	 3.660E+00	 1.020E+01	 1.593E+00	 6.094E-01	 1.354E+00	-5.430E+00	 1.716E-02	 1.038E-02	 1.410E-01	 3.407E+00
   23.0000	 2.300E+01	 0.000E+00	 0.000E+00	 1.842E+00	-1.356E-01	 8.015E+00	 1.842E+00	-5.902E-01	 6.901E+00	 4.413E+00	 1.356E-01	-2.076E-01	 1.363E+00	 3.685E+00	 1.026E+01	 1.579E+00	-6.443E-01	 1.363E+00	-5.413E+00	 1.704E-02	 1.035E-02	 1.407E-01	 3.407E+00
   23.1000	 2.310E+01	 0.000E+00	 0.000E+00	 1.855E+00	 1.821E-01	 7.709E+00	 1.855E+00	-9.114E-01	 7.207E+00	 4.438E+00	-4.078E-01	-2.091E-01	 1.372E+00	 3.710E+00	 1.033E+01	 7.115E-01	-1.550E+00	 1.372E+00	-5.396E+00	 1.693E-02	 1.033E-02	 1.404E-01	 3.407E+00
   23.2000	 2.320E+01	 0.000E+00	 0.000E+00	 1.867E+00	 2.043E-01	 7.267E+00	 1.867E+00	-9.369E-01	 7.648E+00	 4.464E+00	-4.450E-01	-2.105E-01	 1.380E+00	 3.735E+00	 1.039E+01	-5.405E-01	-1.617E+00	 1.380E+00	-5.379E+00	 1.682E-02	 1.030E-02	 1.402E-01	 3.407E+00
   23.3000	 2.330E+01	 0.000E+00	 0.000E+00	 1.880E+00	-8.210E-02	 6.928E+00	 1.880E+00	-6.540E-01	 7.987E+00	 4.490E+00	 4.593E-02	-2.120E-01	 1.389E+00	 3.760E+00	 1.046E+01	-1.500E+00	-8.105E-01	 1.389E+00	-5.362E+00	 1.670E-02	 1.028E-02	 1.399E-01	 3.407E+00
   23.4000	 2.340E+01	 0.000E+00	 0.000E+00	 1.892E+00	-5.231E-01	 6.876E+00	 1.892E+00	-2.166E-01	 8.039E+00	 4.516E+00	 8.017E-01	-2.134E-01	 1.398E+00	 3.785E+00	 1.053E+01	-1.649E+00	 4.344E-01	 1.398E+00	-5.344E+00	 1.660E-02	 1.026E-02	 1.396E-01	 3.407E+00
   23.5000	 2.350E+01	 0.000E+00	 0.000E+00	 1.905E+00	-8.812E-01	 7.138E+00	 1.905E+00	 1.381E-01	 7.777E+00	 4.542E+00	 1.415E+00	-2.149E-01	 1.407E+00	 3.810E+00	 1.059E+01	-9.061E-01	 1.444E+00	 1.407E+00	-5.327E+00	 1.649E-02	 1.023E-02	 1.394E-01	 3.407E+00
   23.6000	 2.360E+01	 0.000E+00	 0.000E+00	 1.918E+00	-9.638E-01	 7.573E+00	 1.918E+00	 2.172E-01	 7.342E+00	 4.569E+00	 1.557E+00	-2.163E-01	 1.415E+00	 3.836E+00	 1.065E+01	 3.265E-01	 1.674E+00	 1.415E+00	-5.309E+00	 1.637E-02	 1.021E-02	 1.391E-01	 3.407E+00
   23.7000	 2.370E+01	 0.000E+00	 0.000E+00	 1.931E+00	-7.271E-01	 7.945E+00	 1.931E+00	-2.294E-02	 6.970E+00	 4.597E+00	 1.153E+00	-2.177E-01	 1.423E+00	 3.862E+00	 1.072E+01	 1.383E+00	 9.979E-01	 1.423E+00	-5.290E+00	 1.626E-02	 1.018E-02	 1.389E-01	 3.407E+00
   23.8000	 2.380E+01	 0.000E+00	 0.000E+00	 1.944E+00	-3.001E-01	 8.054E+00	 1.944E+00	-4.535E-01	 6.861E+00	 4.624E+00	 4.219E-01	-2.190E-01	 1.432E+00	 3.889E+00	 1.078E+01	 1.691E+00	-2.173E-01	 1.432E+00	-5.272E+00	 1.616E-02	 1.016E-02	 1.387E-01	 3.407E+00
   23.9000	 2.390E+01	 0.000E+00	 0.000E+00	 1.958E+00	 8.539E-02	 7.841E+00	 1.958E+00	-8.425E-01	 7.075E+00	 4.652E+00	-2.377E-01	-2.205E-01	 1.441E+00	 3.915E+00	 1.085E+01	 1.086E+00	-1.315E+00	 1.441E+00	-5.254E+00	 1.605E-02	 1.013E-02	 1.385E-01	 3.407E+00
   24.0000	 2.400E+01	 0.000E+00	 0.000E+00	 1.971E+00	 2.201E-01	 7.420E+00	 1.971E+00	-9.808E-01	 7.495E+00	 4.680E+00	-4.678E-01	-2.219E-01	 1.449E+00	 3.942E+00	 1.091E+01	-1.071E-01	-1.702E+00	 1.449E+00	-5.235E+00	 1.595E-02	 1.011E-02	 1.383E-01	 3.407E+00
   24.1000	 2.410E+01	 0.000E+00	 0.000E+00	 1.984E+00	 3.034E-02	 7.019E+00	 1.984E+00	-7.943E-01	 7.896E+00	 4.707E+00	-1.428E-01	-2.233E-01	 1.456E+00	 3.968E+00	 1.096E+01	-1.242E+00	-1.169E+00	 1.456E+00	-5.217E+00	 1.583E-02	 1.007E-02	 1.380E-01	 3.407E+00
   24.2000	 2.420E+01	 0.000E+00	 0.000E+00	 1.997E+00	-3.823E-01	 6.856E+00	 1.997E+00	-3.848E-01	 8.059E+00	 4.734E+00	 5.637E-01	-2.246E-01	 1.463E+00	 3.995E+00	 1.102E+01	-1.705E+00	-3.571E-03	 1.463E+00	-5.199E+00	 1.570E-02	 1.004E-02	 1.378E-01	 3.407E+00
   24.3000	 2.430E+01	 0.000E+00	 0.000E+00	 2.011E+00	-7.956E-01	 7.018E+00	 2.011E+00	 2.533E-02	 7.897E+00	 4.762E+00	 1.272E+00	-2.260E-01	 1.470E+00	 4.021E+00	 1.107E+01	-1.247E+00	 1.163E+00	 1.470E+00	-5.181E+00	 1.558E-02	 1.000E-02	 1.376E-01	 3.407E+00
   24.4000	 2.440E+01	 0.000E+00	 0.000E+00	 2.024E+00	-9.870E-01	 7.417E+00	 2.024E+00	 2.135E-01	 7.498E+00	 4.789E+00	 1.599E+00	-2.274E-01	 1.477E+00	 4.048E+00	 1.112E+01	-1.142E-01	 1.701E+00	 1.477E+00	-5.162E+00	 1.547E-02	 9.967E-03	 1.374E-01	 3.407E+00
   24.5000	 2.450E+01	 0.000E+00	 0.000E+00	 2.037E+00	-8.540E-01	 7.839E+00	 2.037E+00	 7.717E-02	 7.077E+00	 4.817E+00	 1.372E+00	-2.289E-01	 1.484E+00	 4.075E+00	 1.118E+01	 1.080E+00	 1.320E+00	 1.484E+00	-5.144E+00	 1.535E-02	 9.934E-03	 1.371E-01	 3.407E+00
   24.6000	 2.460E+01	 0.000E+00	 0.000E+00	 2.051E+00	-4.692E-01	 8.054E+00	 2.051E+00	-3.109E-01	 6.861E+00	 4.845E+00	 7.129E-01	-2.303E-01	 1.492E+00	 4.102E+00	 1.123E+01	 1.690E+00	 2.243E-01	 1.492E+00	-5.125E+00	 1.524E-02	 9.902E-03	 1.369E-01	 3.407E+00
   24.7000	 2.470E+01	 0.000E+00	 0.000E+00	 2.064E+00	-4.166E-02	 7.947E+00	 2.064E+00	-7.418E-01	 6.968E+00	 4.873E+00	-1.912E-02	-2.317E-01	 1.499E+00	 4.129E+00	 1.129E+01	 1.387E+00	-9.921E-01	 1.499E+00	-5.106E+00	 1.513E-02	 9.870E-03	 1.367E-01	 3.407E+00
   24.8000	 2.480E+01	 0.000E+00	 0.000E+00	 2.078E+00	 1.966E-01	 7.575E+00	 2.078E+00	-9.834E-01	 7.340E+00	 4.902E+00	-4.271E-01	-2.330E-01	 1.506E+00	 4.157E+00	 1.134E+01	 3.335E-01	-1.672E+00	 1.506E+00	-5.087E+00	 1.502E-02	 9.838E-03	 1.365E-01	 3.407E+00
   24.9000	 2.490E+01	 0.000E+00	 0.000E+00	 2.092E+00	 1.159E-01	 7.140E+00	 2.092E+00	-9.061E-01	 7.775E+00	 4.930E+00	-2.889E-01	-2.344E-01	 1.514E+00	 4.184E+00	 1.140E+01	-9.001E-01	-1.448E+00	 1.514E+00	-5.068E+00	 1.491E-02	 9.806E-03	 1.363E-01	 3.407E+00
   25.0000	 2.500E+01	 0.000E+00	 0.000E+00	 2.106E+00	-2.410E-01	 6.876E+00	 2.106E+00	-5.525E-01	 8.039E+00	 4.960E+00	 3.225E-01	-2.358E-01	 1.521E+00	 4.212E+00	 1.145E+01	-1.647E+00	-4.413E-01	 1.521E+00	-5.048E+00	 1.481E-02	 9.776E-03	 1.362E-01	 3.407E+00
