time_[s],x_[m],y_[m],z_[m],theta_x_[rad],theta_y_[rad],theta_z_[rad],xdot_[m/s],ydot_[m/s],zdot_[m/s],omega_x_g_[rad/s],omega_y_g_[rad/s],omega_z_g_[rad/s],xddot_[m^2/s],yddot_[m^2/s],zddot_[m^2/s],alpha_x_g_[rad/s],alpha_y_g_[rad/s],alpha_z_g_[rad/s]
33.8700,21.8600,-0.1593,-0.0509,0.0018,-0.0308,-0.0020,0.0453,0.0014,0.0353,-0.0010,0.0021,0.0000,0.0220,0.0050,-0.0182,-0.0007,0.0000,0.0000
33.9000,21.8700,-0.1592,-0.0498,0.0018,-0.0307,-0.0020,0.0460,0.0016,0.0347,-0.0010,0.0021,0.0000,0.0206,0.0047,-0.0189,-0.0007,0.0000,0.0000
33.9300,21.8700,-0.1592,-0.0488,0.0018,-0.0306,-0.0020,0.0466,0.0017,0.0342,-0.0011,0.0021,0.0000,0.0190,0.0044,-0.0196,-0.0006,0.0000,0.0000
33.9600,21.8700,-0.1591,-0.0478,0.0017,-0.0306,-0.0020,0.0471,0.0018,0.0336,-0.0011,0.0021,0.0000,0.0175,0.0041,-0.0202,-0.0005,-0.0001,0.0000
33.9900,21.8700,-0.1591,-0.0468,0.0017,-0.0305,-0.0020,0.0476,0.0019,0.0330,-0.0011,0.0021,0.0000,0.0161,0.0039,-0.0208,-0.0004,-0.0001,0.0000
34.0200,21.8700,-0.1590,-0.0458,0.0017,-0.0304,-0.0020,0.0481,0.0021,0.0323,-0.0011,0.0021,0.0000,0.0148,0.0037,-0.0213,-0.0003,-0.0001,0.0000
34.0500,21.8700,-0.1590,-0.0448,0.0016,-0.0304,-0.0020,0.0485,0.0022,0.0317,-0.0011,0.0021,0.0000,0.0135,0.0035,-0.0218,-0.0002,-0.0002,0.0000
34.0800,21.8700,-0.1589,-0.0439,0.0016,-0.0303,-0.0020,0.0489,0.0023,0.0310,-0.0011,0.0021,0.0000,0.0123,0.0032,-0.0222,-0.0001,-0.0002,0.0000
34.1100,21.8800,-0.1588,-0.0430,0.0016,-0.0302,-0.0020,0.0492,0.0024,0.0303,-0.0011,0.0021,0.0000,0.0110,0.0029,-0.0227,0.0000,-0.0002,0.0000
34.1400,21.8800,-0.1587,-0.0421,0.0015,-0.0302,-0.0020,0.0495,0.0024,0.0297,-0.0011,0.0021,0.0000,0.0096,0.0025,-0.0232,0.0000,-0.0002,0.0000
34.1700,21.8800,-0.1587,-0.0412,0.0015,-0.0301,-0.0020,0.0498,0.0025,0.0289,-0.0011,0.0021,0.0000,0.0081,0.0022,-0.0237,0.0001,-0.0003,0.0000
34.2000,21.8800,-0.1586,-0.0403,0.0015,-0.0301,-0.0020,0.0500,0.0026,0.0282,-0.0011,0.0021,0.0000,0.0067,0.0019,-0.0242,0.0002,-0.0003,0.0000
34.2300,21.8800,-0.1585,-0.0395,0.0014,-0.0300,-0.0020,0.0502,0.0026,0.0275,-0.0011,0.0021,0.0000,0.0052,0.0016,-0.0247,0.0003,-0.0003,0.0000
34.2600,21.8800,-0.1584,-0.0387,0.0014,-0.0299,-0.0020,0.0503,0.0027,0.0268,-0.0011,0.0021,0.0000,0.0038,0.0014,-0.0251,0.0003,-0.0004,0.0000
34.2900,21.8800,-0.1584,-0.0379,0.0014,-0.0299,-0.0020,0.0504,0.0027,0.0260,-0.0011,0.0021,0.0000,0.0026,0.0012,-0.0255,0.0004,-0.0004,0.0000
34.3200,21.8900,-0.1583,-0.0371,0.0013,-0.0298,-0.0020,0.0505,0.0027,0.0252,-0.0011,0.0020,0.0000,0.0012,0.0010,-0.0259,0.0004,-0.0004,0.0000
34.3500,21.8900,-0.1582,-0.0364,0.0013,-0.0298,-0.0020,0.0505,0.0028,0.0244,-0.0010,0.0020,0.0000,-0.0001,0.0008,-0.0262,0.0005,-0.0005,0.0000
34.3800,21.8900,-0.1581,-0.0357,0.0013,-0.0297,-0.0020,0.0505,0.0028,0.0236,-0.0010,0.0020,0.0000,-0.0014,0.0006,-0.0266,0.0005,-0.0005,0.0000
34.4100,21.8900,-0.1580,-0.0350,0.0012,-0.0296,-0.0020,0.0504,0.0028,0.0228,-0.0010,0.0020,0.0000,-0.0027,0.0003,-0.0270,0.0006,-0.0005,0.0000
34.4400,21.8900,-0.1579,-0.0343,0.0012,-0.0296,-0.0020,0.0503,0.0028,0.0220,-0.0010,0.0020,0.0000,-0.0040,0.0001,-0.0273,0.0006,-0.0005,0.0000
34.4700,21.8900,-0.1579,-0.0336,0.0012,-0.0295,-0.0020,0.0502,0.0028,0.0212,-0.0010,0.0020,0.0000,-0.0053,-0.0002,-0.0277,0.0006,-0.0006,0.0000
34.5000,21.8900,-0.1578,-0.0330,0.0012,-0.0295,-0.0020,0.0500,0.0028,0.0204,-0.0010,0.0020,0.0000,-0.0065,-0.0004,-0.0280,0.0007,-0.0006,0.0000
34.5300,21.9000,-0.1577,-0.0324,0.0011,-0.0294,-0.0020,0.0498,0.0028,0.0195,-0.0009,0.0019,0.0000,-0.0078,-0.0005,-0.0283,0.0007,-0.0006,0.0000
34.5600,21.9000,-0.1576,-0.0318,0.0011,-0.0293,-0.0020,0.0495,0.0028,0.0187,-0.0009,0.0019,0.0000,-0.0090,-0.0006,-0.0286,0.0007,-0.0007,0.0000
34.5900,21.9000,-0.1575,-0.0313,0.0011,-0.0293,-0.0020,0.0493,0.0028,0.0178,-0.0009,0.0019,0.0000,-0.0101,-0.0007,-0.0289,0.0007,-0.0007,0.0000
34.6200,21.9000,-0.1574,-0.0308,0.0011,-0.0292,-0.0020,0.0489,0.0027,0.0169,-0.0009,0.0019,0.0000,-0.0113,-0.0007,-0.0291,0.0007,-0.0007,0.0000
34.6500,21.9000,-0.1574,-0.0303,0.0010,-0.0292,-0.0020,0.0486,0.0027,0.0161,-0.0008,0.0019,0.0000,-0.0125,-0.0008,-0.0294,0.0007,-0.0008,0.0000
34.6800,21.9000,-0.1573,-0.0298,0.0010,-0.0291,-0.0020,0.0482,0.0027,0.0152,-0.0008,0.0018,0.0000,-0.0136,-0.0010,-0.0297,0.0007,-0.0008,0.0000
34.7100,21.9100,-0.1572,-0.0294,0.0010,-0.0291,-0.0020,0.0478,0.0026,0.0143,-0.0008,0.0018,0.0000,-0.0147,-0.0011,-0.0299,0.0007,-0.0008,0.0000
34.7400,21.9100,-0.1571,-0.0290,0.0010,-0.0290,-0.0020,0.0473,0.0026,0.0134,-0.0008,0.0018,0.0000,-0.0158,-0.0013,-0.0300,0.0007,-0.0009,0.0000
34.7700,21.9100,-0.1570,-0.0286,0.0009,-0.0290,-0.0020,0.0468,0.0026,0.0125,-0.0008,0.0018,0.0000,-0.0167,-0.0014,-0.0302,0.0007,-0.0009,0.0000
34.8000,21.9100,-0.1570,-0.0282,0.0009,-0.0289,-0.0020,0.0463,0.0025,0.0116,-0.0007,0.0017,0.0000,-0.0176,-0.0015,-0.0303,0.0007,-0.0009,0.0000
34.8300,21.9100,-0.1569,-0.0279,0.0009,-0.0289,-0.0020,0.0458,0.0025,0.0107,-0.0007,0.0017,0.0000,-0.0185,-0.0015,-0.0303,0.0006,-0.0009,0.0000
34.8600,21.9100,-0.1568,-0.0276,0.0009,-0.0288,-0.0020,0.0452,0.0024,0.0098,-0.0007,0.0017,0.0000,-0.0194,-0.0015,-0.0304,0.0006,-0.0010,0.0000
34.8900,21.9100,-0.1567,-0.0273,0.0008,-0.0287,-0.0020,0.0446,0.0024,0.0088,-0.0007,0.0016,0.0000,-0.0202,-0.0015,-0.0304,0.0006,-0.0010,0.0000
34.9200,21.9100,-0.1567,-0.0270,0.0008,-0.0287,-0.0020,0.0440,0.0024,0.0079,-0.0007,0.0016,0.0000,-0.0211,-0.0014,-0.0305,0.0005,-0.0010,0.0000
34.9500,21.9200,-0.1566,-0.0268,0.0008,-0.0287,-0.0020,0.0433,0.0023,0.0070,-0.0007,0.0016,0.0000,-0.0220,-0.0014,-0.0306,0.0005,-0.0010,0.0000
34.9800,21.9200,-0.1565,-0.0266,0.0008,-0.0286,-0.0020,0.0427,0.0023,0.0061,-0.0006,0.0015,0.0000,-0.0229,-0.0015,-0.0306,0.0005,-0.0011,0.0000
35.0100,21.9200,-0.1565,-0.0265,0.0008,-0.0286,-0.0020,0.0420,0.0022,0.0052,-0.0006,0.0015,0.0000,-0.0237,-0.0015,-0.0306,0.0004,-0.0011,0.0000
35.0400,21.9200,-0.1564,-0.0263,0.0007,-0.0285,-0.0020,0.0412,0.0022,0.0043,-0.0006,0.0015,0.0000,-0.0244,-0.0016,-0.0305,0.0004,-0.0011,0.0000
35.0700,21.9200,-0.1563,-0.0262,0.0007,-0.0285,-0.0020,0.0405,0.0021,0.0033,-0.0006,0.0015,0.0000,-0.0250,-0.0016,-0.0304,0.0003,-0.0011,0.0000
35.1000,21.9200,-0.1563,-0.0261,0.0007,-0.0284,-0.0020,0.0397,0.0021,0.0024,-0.0006,0.0014,0.0000,-0.0256,-0.0017,-0.0303,0.0003,-0.0011,0.0000
35.1300,21.9200,-0.1562,-0.0260,0.0007,-0.0284,-0.0020,0.0390,0.0020,0.0015,-0.0006,0.0014,0.0000,-0.0262,-0.0016,-0.0302,0.0002,-0.0011,0.0000
35.1600,21.9200,-0.1562,-0.0260,0.0007,-0.0283,-0.0020,0.0382,0.0020,0.0006,-0.0006,0.0013,0.0000,-0.0268,-0.0016,-0.0301,0.0002,-0.0012,0.0000
35.1900,21.9300,-0.1561,-0.0260,0.0007,-0.0283,-0.0020,0.0374,0.0019,-0.0003,-0.0006,0.0013,0.0000,-0.0274,-0.0015,-0.0299,0.0001,-0.0012,0.0000
35.2200,21.9300,-0.1560,-0.0260,0.0006,-0.0283,-0.0020,0.0365,0.0019,-0.0012,-0.0006,0.0013,0.0000,-0.0279,-0.0014,-0.0298,0.0001,-0.0012,0.0000
35.2500,21.9300,-0.1560,-0.0261,0.0006,-0.0282,-0.0020,0.0357,0.0018,-0.0021,-0.0006,0.0012,0.0000,-0.0285,-0.0014,-0.0297,0.0000,-0.0012,-0.0001
35.2800,21.9300,-0.1559,-0.0262,0.0006,-0.0282,-0.0020,0.0348,0.0018,-0.0030,-0.0006,0.0012,0.0000,-0.0291,-0.0014,-0.0296,0.0000,-0.0012,-0.0001
35.3100,21.9300,-0.1559,-0.0263,0.0006,-0.0282,-0.0020,0.0339,0.0018,-0.0038,-0.0006,0.0012,0.0000,-0.0296,-0.0014,-0.0294,0.0000,-0.0012,0.0000
35.3400,21.9300,-0.1558,-0.0264,0.0006,-0.0281,-0.0020,0.0330,0.0017,-0.0047,-0.0006,0.0011,0.0000,-0.0301,-0.0015,-0.0293,-0.0001,-0.0012,0.0000
35.3700,21.9300,-0.1558,-0.0265,0.0005,-0.0281,-0.0020,0.0321,0.0017,-0.0056,-0.0006,0.0011,0.0000,-0.0305,-0.0015,-0.0291,-0.0001,-0.0013,0.0000
35.4000,21.9300,-0.1557,-0.0267,0.0005,-0.0280,-0.0020,0.0312,0.0016,-0.0065,-0.0006,0.0011,0.0000,-0.0308,-0.0015,-0.0289,-0.0002,-0.0013,0.0000
35.4300,21.9300,-0.1557,-0.0269,0.0005,-0.0280,-0.0020,0.0303,0.0016,-0.0073,-0.0006,0.0010,0.0000,-0.0312,-0.0015,-0.0286,-0.0002,-0.0013,0.0000
35.4600,21.9300,-0.1556,-0.0272,0.0005,-0.0280,-0.0020,0.0293,0.0015,-0.0082,-0.0006,0.0010,0.0000,-0.0315,-0.0015,-0.0284,-0.0002,-0.0013,0.0000
35.4900,21.9400,-0.1556,-0.0274,0.0005,-0.0280,-0.0020,0.0284,0.0015,-0.0090,-0.0006,0.0009,0.0000,-0.0317,-0.0015,-0.0281,-0.0002,-0.0013,0.0000
35.5200,21.9400,-0.1555,-0.0277,0.0005,-0.0279,-0.0020,0.0274,0.0015,-0.0099,-0.0006,0.0009,0.0000,-0.0320,-0.0015,-0.0278,-0.0003,-0.0013,0.0000
35.5500,21.9400,-0.1555,-0.0280,0.0004,-0.0279,-0.0020,0.0265,0.0014,-0.0107,-0.0006,0.0009,0.0000,-0.0324,-0.0015,-0.0276,-0.0003,-0.0013,0.0000
35.5800,21.9400,-0.1555,-0.0283,0.0004,-0.0279,-0.0020,0.0255,0.0014,-0.0115,-0.0006,0.0008,0.0000,-0.0327,-0.0015,-0.0274,-0.0003,-0.0013,0.0000
35.6100,21.9400,-0.1554,-0.0287,0.0004,-0.0279,-0.0020,0.0245,0.0013,-0.0123,-0.0006,0.0008,0.0000,-0.0331,-0.0016,-0.0272,-0.0003,-0.0013,0.0000
35.6400,21.9400,-0.1554,-0.0291,0.0004,-0.0278,-0.0020,0.0235,0.0013,-0.0132,-0.0006,0.0007,0.0000,-0.0335,-0.0017,-0.0269,-0.0003,-0.0013,0.0000
35.6700,21.9400,-0.1553,-0.0295,0.0004,-0.0278,-0.0020,0.0225,0.0012,-0.0140,-0.0007,0.0007,0.0000,-0.0338,-0.0018,-0.0267,-0.0003,-0.0013,0.0000
35.7000,21.9400,-0.1553,-0.0299,0.0003,-0.0278,-0.0020,0.0215,0.0012,-0.0148,-0.0007,0.0007,0.0000,-0.0340,-0.0019,-0.0264,-0.0003,-0.0013,0.0000
35.7300,21.9400,-0.1553,-0.0304,0.0003,-0.0278,-0.0020,0.0205,0.0011,-0.0155,-0.0007,0.0006,0.0000,-0.0342,-0.0020,-0.0260,-0.0003,-0.0013,0.0000
35.7600,21.9400,-0.1552,-0.0309,0.0003,-0.0278,-0.0020,0.0194,0.0010,-0.0163,-0.0007,0.0006,0.0000,-0.0343,-0.0020,-0.0256,-0.0003,-0.0013,0.0000
35.7900,21.9400,-0.1552,-0.0314,0.0003,-0.0277,-0.0020,0.0184,0.0010,-0.0171,-0.0007,0.0005,0.0000,-0.0345,-0.0021,-0.0252,-0.0003,-0.0013,0.0000
35.8200,21.9400,-0.1552,-0.0319,0.0003,-0.0277,-0.0020,0.0174,0.0009,-0.0178,-0.0007,0.0005,0.0000,-0.0346,-0.0022,-0.0248,-0.0002,-0.0013,0.0000
35.8500,21.9400,-0.1551,-0.0324,0.0002,-0.0277,-0.0020,0.0163,0.0008,-0.0186,-0.0007,0.0005,0.0000,-0.0349,-0.0023,-0.0245,-0.0002,-0.0013,0.0000
35.8800,21.9400,-0.1551,-0.0330,0.0002,-0.0277,-0.0020,0.0153,0.0008,-0.0193,-0.0007,0.0004,0.0000,-0.0351,-0.0024,-0.0241,-0.0002,-0.0013,0.0000
35.9100,21.9400,-0.1551,-0.0336,0.0002,-0.0277,-0.0020,0.0142,0.0007,-0.0200,-0.0007,0.0004,0.0000,-0.0354,-0.0026,-0.0238,-0.0002,-0.0013,0.0000
35.9400,21.9400,-0.1551,-0.0342,0.0002,-0.0277,-0.0020,0.0131,0.0006,-0.0207,-0.0007,0.0003,0.0000,-0.0357,-0.0028,-0.0235,-0.0001,-0.0013,0.0000
35.9700,21.9500,-0.1551,-0.0348,0.0002,-0.0277,-0.0020,0.0121,0.0005,-0.0214,-0.0007,0.0003,0.0000,-0.0358,-0.0029,-0.0231,-0.0001,-0.0013,0.0000
36.0000,21.9500,-0.1551,-0.0355,0.0001,-0.0277,-0.0020,0.0110,0.0004,-0.0221,-0.0007,0.0003,0.0000,-0.0359,-0.0031,-0.0227,-0.0001,-0.0013,0.0000
36.0300,21.9500,-0.1550,-0.0362,0.0001,-0.0276,-0.0020,0.0099,0.0003,-0.0228,-0.0007,0.0002,0.0000,-0.0359,-0.0032,-0.0222,0.0000,-0.0013,0.0000
36.0600,21.9500,-0.1550,-0.0368,0.0001,-0.0276,-0.0020,0.0088,0.0002,-0.0234,-0.0007,0.0002,0.0000,-0.0359,-0.0033,-0.0217,0.0000,-0.0013,0.0000
36.0900,21.9500,-0.1550,-0.0376,0.0001,-0.0276,-0.0020,0.0078,0.0001,-0.0241,-0.0007,0.0002,0.0000,-0.0358,-0.0035,-0.0212,0.0001,-0.0013,0.0000
36.1200,21.9500,-0.1550,-0.0383,0.0000,-0.0276,-0.0020,0.0067,0.0000,-0.0247,-0.0007,0.0001,0.0000,-0.0358,-0.0037,-0.0207,0.0001,-0.0013,0.0000
36.1500,21.9500,-0.1550,-0.0390,0.0000,-0.0276,-0.0020,0.0056,-0.0001,-0.0253,-0.0007,0.0001,0.0000,-0.0358,-0.0038,-0.0202,0.0002,-0.0013,0.0000
36.1800,21.9500,-0.1550,-0.0398,0.0000,-0.0276,-0.0020,0.0045,-0.0002,-0.0259,-0.0007,0.0000,0.0000,-0.0358,-0.0040,-0.0198,0.0002,-0.0013,0.0000
36.2100,21.9500,-0.1550,-0.0406,0.0000,-0.0276,-0.0020,0.0035,-0.0003,-0.0265,-0.0007,0.0000,0.0000,-0.0358,-0.0042,-0.0194,0.0003,-0.0013,0.0000
36.2400,21.9500,-0.1550,-0.0414,0.0000,-0.0276,-0.0020,0.0024,-0.0004,-0.0271,-0.0007,0.0000,0.0000,-0.0358,-0.0044,-0.0189,0.0003,-0.0013,0.0000
36.2700,21.9500,-0.1551,-0.0422,-0.0001,-0.0276,-0.0020,0.0013,-0.0006,-0.0276,-0.0007,-0.0001,0.0000,-0.0358,-0.0046,-0.0184,0.0004,-0.0013,0.0000
36.3000,21.9500,-0.1551,-0.0431,-0.0001,-0.0276,-0.0020,0.0003,-0.0007,-0.0282,-0.0007,-0.0001,0.0000,-0.0356,-0.0047,-0.0179,0.0005,-0.0013,0.0000
36.3300,21.9500,-0.1551,-0.0439,-0.0001,-0.0276,-0.0020,-0.0008,-0.0009,-0.0287,-0.0007,-0.0002,0.0000,-0.0355,-0.0049,-0.0174,0.0005,-0.0013,0.0000
36.3600,21.9500,-0.1551,-0.0448,-0.0001,-0.0276,-0.0020,-0.0019,-0.0010,-0.0292,-0.0006,-0.0002,0.0000,-0.0353,-0.0051,-0.0168,0.0006,-0.0013,0.0000
36.3900,21.9500,-0.1552,-0.0457,-0.0001,-0.0276,-0.0020,-0.0029,-0.0012,-0.0297,-0.0006,-0.0002,0.0000,-0.0351,-0.0053,-0.0163,0.0006,-0.0013,0.0000
36.4200,21.9500,-0.1552,-0.0466,-0.0002,-0.0277,-0.0020,-0.0040,-0.0013,-0.0302,-0.0006,-0.0003,0.0000,-0.0350,-0.0055,-0.0157,0.0007,-0.0013,0.0000
36.4500,21.9500,-0.1552,-0.0475,-0.0002,-0.0277,-0.0020,-0.0050,-0.0015,-0.0307,-0.0006,-0.0003,0.0000,-0.0349,-0.0057,-0.0152,0.0008,-0.0013,0.0000
36.4800,21.9500,-0.1553,-0.0484,-0.0002,-0.0277,-0.0020,-0.0061,-0.0017,-0.0311,-0.0006,-0.0004,0.0000,-0.0347,-0.0059,-0.0147,0.0008,-0.0013,0.0000
36.5100,21.9500,-0.1553,-0.0493,-0.0002,-0.0277,-0.0020,-0.0071,-0.0019,-0.0316,-0.0005,-0.0004,0.0000,-0.0346,-0.0061,-0.0142,0.0009,-0.0013,0.0000
36.5400,21.9500,-0.1554,-0.0503,-0.0002,-0.0277,-0.0020,-0.0081,-0.0020,-0.0320,-0.0005,-0.0004,0.0000,-0.0344,-0.0062,-0.0136,0.0009,-0.0013,0.0000
36.5700,21.9500,-0.1555,-0.0513,-0.0002,-0.0277,-0.0020,-0.0092,-0.0022,-0.0324,-0.0005,-0.0005,0.0000,-0.0342,-0.0064,-0.0130,0.0010,-0.0013,0.0000
36.6000,21.9500,-0.1555,-0.0522,-0.0002,-0.0277,-0.0020,-0.0102,-0.0024,-0.0327,-0.0004,-0.0005,0.0000,-0.0339,-0.0065,-0.0124,0.0010,-0.0013,0.0000
36.6300,21.9500,-0.1556,-0.0532,-0.0003,-0.0278,-0.0020,-0.0112,-0.0026,-0.0331,-0.0004,-0.0006,0.0000,-0.0337,-0.0067,-0.0118,0.0011,-0.0013,0.0000
36.6600,21.9500,-0.1557,-0.0542,-0.0003,-0.0278,-0.0020,-0.0122,-0.0028,-0.0335,-0.0004,-0.0006,0.0000,-0.0334,-0.0068,-0.0112,0.0012,-0.0013,0.0000
36.6900,21.9400,-0.1558,-0.0552,-0.0003,-0.0278,-0.0020,-0.0132,-0.0030,-0.0338,-0.0003,-0.0006,0.0000,-0.0332,-0.0070,-0.0106,0.0012,-0.0013,0.0000
36.7200,21.9400,-0.1559,-0.0563,-0.0003,-0.0278,-0.0020,-0.0142,-0.0032,-0.0341,-0.0003,-0.0007,0.0000,-0.0330,-0.0071,-0.0100,0.0012,-0.0013,0.0000
36.7500,21.9400,-0.1560,-0.0573,-0.0003,-0.0278,-0.0020,-0.0152,-0.0035,-0.0344,-0.0003,-0.0007,0.0000,-0.0327,-0.0073,-0.0094,0.0013,-0.0013,0.0000
36.7800,21.9400,-0.1561,-0.0583,-0.0003,-0.0278,-0.0020,-0.0162,-0.0037,-0.0347,-0.0002,-0.0007,0.0000,-0.0324,-0.0074,-0.0087,0.0013,-0.0013,0.0000
36.8100,21.9400,-0.1562,-0.0594,-0.0003,-0.0279,-0.0020,-0.0171,-0.0039,-0.0349,-0.0002,-0.0008,0.0000,-0.0321,-0.0075,-0.0080,0.0014,-0.0012,0.0000
36.8400,21.9400,-0.1563,-0.0604,-0.0003,-0.0279,-0.0020,-0.0181,-0.0041,-0.0351,-0.0001,-0.0008,0.0000,-0.0318,-0.0076,-0.0073,0.0014,-0.0012,0.0000
36.8700,21.9400,-0.1564,-0.0615,-0.0003,-0.0279,-0.0020,-0.0190,-0.0044,-0.0353,-0.0001,-0.0009,0.0000,-0.0314,-0.0077,-0.0066,0.0014,-0.0012,0.0000
36.9000,21.9400,-0.1566,-0.0625,-0.0003,-0.0279,-0.0020,-0.0200,-0.0046,-0.0355,-0.0001,-0.0009,0.0000,-0.0310,-0.0077,-0.0059,0.0015,-0.0012,0.0000
36.9300,21.9400,-0.1567,-0.0636,-0.0003,-0.0280,-0.0020,-0.0209,-0.0048,-0.0357,0.0000,-0.0009,0.0000,-0.0307,-0.0078,-0.0052,0.0015,-0.0012,0.0000
36.9600,21.9400,-0.1569,-0.0647,-0.0003,-0.0280,-0.0020,-0.0218,-0.0051,-0.0358,0.0000,-0.0010,0.0000,-0.0304,-0.0078,-0.0045,0.0015,-0.0012,0.0000
36.9900,21.9400,-0.1570,-0.0657,-0.0003,-0.0280,-0.0020,-0.0227,-0.0053,-0.0360,0.0001,-0.0010,0.0000,-0.0301,-0.0078,-0.0039,0.0015,-0.0012,0.0000
37.0200,21.9400,-0.1572,-0.0668,-0.0003,-0.0280,-0.0020,-0.0236,-0.0055,-0.0361,0.0001,-0.0010,0.0000,-0.0299,-0.0079,-0.0032,0.0015,-0.0012,0.0000
37.0500,21.9400,-0.1574,-0.0679,-0.0003,-0.0281,-0.0020,-0.0245,-0.0058,-0.0362,0.0002,-0.0011,0.0000,-0.0295,-0.0079,-0.0025,0.0015,-0.0012,0.0000
37.0800,21.9400,-0.1575,-0.0690,-0.0003,-0.0281,-0.0020,-0.0254,-0.0060,-0.0362,0.0002,-0.0011,0.0000,-0.0292,-0.0079,-0.0018,0.0015,-0.0011,0.0000
37.1100,21.9400,-0.1577,-0.0701,-0.0003,-0.0282,-0.0020,-0.0263,-0.0062,-0.0363,0.0003,-0.0011,0.0000,-0.0288,-0.0079,-0.0011,0.0015,-0.0011,0.0000
37.1400,21.9400,-0.1579,-0.0712,-0.0003,-0.0282,-0.0020,-0.0271,-0.0065,-0.0363,0.0003,-0.0012,0.0000,-0.0284,-0.0079,-0.0003,0.0015,-0.0011,0.0000
37.1700,21.9300,-0.1581,-0.0723,-0.0003,-0.0282,-0.0020,-0.0280,-0.0067,-0.0363,0.0003,-0.0012,0.0000,-0.0281,-0.0078,0.0004,0.0015,-0.0011,0.0000
37.2000,21.9300,-0.1583,-0.0734,-0.0003,-0.0283,-0.0020,-0.0288,-0.0069,-0.0363,0.0004,-0.0012,0.0000,-0.0277,-0.0077,0.0011,0.0015,-0.0011,0.0000
37.2300,21.9300,-0.1585,-0.0744,-0.0003,-0.0283,-0.0020,-0.0296,-0.0072,-0.0362,0.0004,-0.0013,0.0000,-0.0273,-0.0076,0.0018,0.0015,-0.0011,0.0000
37.2600,21.9300,-0.1587,-0.0755,-0.0003,-0.0283,-0.0020,-0.0305,-0.0074,-0.0362,0.0005,-0.0013,0.0000,-0.0270,-0.0075,0.0025,0.0015,-0.0010,0.0000
37.2900,21.9300,-0.1590,-0.0766,-0.0002,-0.0284,-0.0020,-0.0313,-0.0076,-0.0361,0.0005,-0.0013,0.0000,-0.0266,-0.0075,0.0031,0.0015,-0.0010,0.0000
37.3200,21.9300,-0.1592,-0.0777,-0.0002,-0.0284,-0.0020,-0.0321,-0.0078,-0.0360,0.0006,-0.0014,0.0000,-0.0261,-0.0074,0.0038,0.0014,-0.0010,0.0000
37.3500,21.9300,-0.1594,-0.0788,-0.0002,-0.0284,-0.0020,-0.0328,-0.0081,-0.0358,0.0006,-0.0014,0.0000,-0.0257,-0.0073,0.0045,0.0014,-0.0010,0.0000
37.3800,21.9300,-0.1597,-0.0798,-0.0002,-0.0285,-0.0020,-0.0336,-0.0083,-0.0357,0.0007,-0.0014,0.0000,-0.0252,-0.0071,0.0052,0.0013,-0.0010,0.0000
37.4100,21.9300,-0.1599,-0.0809,-0.0002,-0.0285,-0.0020,-0.0343,-0.0085,-0.0355,0.0007,-0.0014,0.0000,-0.0247,-0.0070,0.0059,0.0013,-0.0010,0.0000
37.4400,21.9300,-0.1602,-0.0820,-0.0001,-0.0286,-0.0020,-0.0351,-0.0087,-0.0353,0.0007,-0.0015,0.0000,-0.0242,-0.0068,0.0066,0.0013,-0.0009,0.0000
37.4700,21.9300,-0.1605,-0.0830,-0.0001,-0.0286,-0.0020,-0.0358,-0.0089,-0.0351,0.0008,-0.0015,0.0000,-0.0237,-0.0067,0.0073,0.0012,-0.0009,-0.0001
37.5000,21.9200,-0.1607,-0.0841,-0.0001,-0.0287,-0.0020,-0.0365,-0.0091,-0.0349,0.0008,-0.0015,0.0000,-0.0231,-0.0065,0.0080,0.0012,-0.0009,-0.0001
37.5300,21.9200,-0.1610,-0.0851,-0.0001,-0.0287,-0.0020,-0.0372,-0.0093,-0.0347,0.0008,-0.0016,0.0000,-0.0225,-0.0063,0.0086,0.0011,-0.0009,-0.0001
37.5600,21.9200,-0.1613,-0.0862,0.0000,-0.0288,-0.0020,-0.0378,-0.0095,-0.0344,0.0009,-0.0016,0.0000,-0.0219,-0.0061,0.0093,0.0011,-0.0008,-0.0001
37.5900,21.9200,-0.1616,-0.0872,0.0000,-0.0288,-0.0020,-0.0385,-0.0097,-0.0341,0.0009,-0.0016,0.0000,-0.0213,-0.0059,0.0100,0.0010,-0.0008,-0.0001
37.6200,21.9200,-0.1619,-0.0882,0.0000,-0.0289,-0.0020,-0.0391,-0.0098,-0.0338,0.0009,-0.0016,0.0000,-0.0206,-0.0057,0.0106,0.0010,-0.0008,-0.0001
37.6500,21.9200,-0.1622,-0.0892,0.0000,-0.0289,-0.0020,-0.0397,-0.0100,-0.0335,0.0010,-0.0017,0.0000,-0.0200,-0.0054,0.0113,0.0009,-0.0008,-0.0001
37.6800,21.9200,-0.1625,-0.0902,0.0001,-0.0290,-0.0021,-0.0403,-0.0102,-0.0331,0.0010,-0.0017,0.0000,-0.0193,-0.0052,0.0119,0.0008,-0.0007,-0.0001
37.7100,21.9200,-0.1628,-0.0912,0.0001,-0.0290,-0.0021,-0.0409,-0.0103,-0.0327,0.0010,-0.0017,0.0000,-0.0187,-0.0049,0.0125,0.0008,-0.0007,-0.0001
37.7400,21.9100,-0.1631,-0.0922,0.0001,-0.0291,-0.0021,-0.0414,-0.0105,-0.0324,0.0010,-0.0017,0.0000,-0.0180,-0.0047,0.0131,0.0007,-0.0007,-0.0001
